player_id,name,team,date,season,g,pa,ab,r,h,2b,3b,hr,rbi,bb,so,hbp,sf,sb,cs
mullc002,Cedric Mullins,BAL,,2022,1,4,4,0,0,0,0,0,0,0,1,0,0,0,0
manct001,Trey Mancini,BAL,,2022,1,4,4,1,1,0,0,0,0,0,1,0,0,0,0
mounr001,Ryan Mountcastle,BAL,,2022,1,4,4,1,1,0,0,0,0,0,2,0,0,0,0
santa003,Anthony Santander,BAL,,2022,1,4,3,2,1,0,0,0,1,1,0,0,0,0,0
haysa001,Austin Hays,BAL,,2022,1,4,4,0,1,0,0,0,0,0,1,0,0,0,0
uriar001,Ramon Urias,BAL,,2022,1,4,4,1,1,0,0,0,1,0,0,0,0,0,0
chirr001,Robinson Chirinos,BAL,,2022,1,4,4,0,2,1,0,0,3,0,1,0,0,0,0
gutik001,Kelvin Gutierrez,BAL,,2022,1,4,4,0,0,0,0,0,0,0,1,0,0,0,0
matej003,Jorge Mateo,BAL,,2022,1,4,4,0,1,0,0,0,0,0,0,0,0,2,0
mullc002,Cedric Mullins,BAL,,2022,1,5,3,2,1,0,0,0,0,1,0,1,0,2,0
santa003,Anthony Santander,BAL,,2022,1,5,3,2,0,0,0,0,0,1,0,1,0,0,0
manct001,Trey Mancini,BAL,,2022,1,5,4,0,0,0,0,0,1,0,2,0,1,0,0
mounr001,Ryan Mountcastle,BAL,,2022,1,5,5,0,2,0,0,0,3,0,2,0,0,1,0
odorr001,Rougned Odor,BAL,,2022,1,5,2,0,0,0,0,0,1,2,0,0,1,0,0
haysa001,Austin Hays,BAL,,2022,1,5,4,0,1,0,0,0,0,1,2,0,0,0,0
uriar001,Ramon Urias,BAL,,2022,1,4,4,0,0,0,0,0,0,0,1,0,0,0,0
bemba001,Anthony Bemboom,BAL,,2022,1,4,4,1,2,1,0,0,0,0,1,0,0,0,0
matej003,Jorge Mateo,BAL,,2022,1,4,4,0,0,0,0,0,0,0,0,0,0,1,0
mullc002,Cedric Mullins,BAL,,2022,1,5,3,2,2,1,0,0,0,2,1,0,0,0,0
