player_id,name,team,g,pa,ab,r,h,doubles,triples,hr,rbi,bb,so,hbp,sf,sb,cs,season,avg,obp,slg,ops,woba
albeh001,Hanser Alberto,BAL,135,550,524,62,160,21,2,12,51,16,50,4,3,4,4,2019,0.305,0.329,0.422,0.751,0.324
brooa001,Aaron Brooks,BAL,2,4,3,0,0,0,0,0,0,0,1,0,0,0,0,2019,0.0,0.0,0.0,0.0,0.0
broxk001,Keon Broxton,BAL,33,112,103,14,21,3,0,4,9,8,49,0,0,4,1,2019,0.204,0.261,0.35,0.611,0.266
bundd001,Dylan Bundy,BAL,1,2,2,0,0,0,0,0,0,0,2,0,0,0,0,2019,0.0,0.0,0.0,0.0,0.0
casha001,Andrew Cashner,BAL,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,2019,0.0,0.0,0.0,0.0,0.0
davic003,Chris Davis,BAL,100,352,307,26,55,9,0,12,36,39,139,3,3,0,0,2019,0.179,0.276,0.326,0.602,0.268
eshet001,Tom Eshelman,BAL,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2019,0.0,0.0,0.0,0.0,0.0
haysa001,Austin Hays,BAL,19,75,68,12,21,6,0,4,13,7,13,0,0,2,0,2019,0.309,0.373,0.574,0.947,0.4
hessd001,David Hess,BAL,2,4,3,0,0,0,0,0,0,0,1,0,0,0,0,2019,0.0,0.0,0.0,0.0,0.0
jackd004,Drew Jackson,BAL,3,4,3,0,0,0,0,0,0,1,1,0,0,0,0,2019,0.0,0.25,0.0,0.25,0.172
manct001,Trey Mancini,BAL,154,679,602,106,175,38,2,35,97,63,143,9,5,1,0,2019,0.291,0.364,0.535,0.899,0.38
martr006,Richie Martin,BAL,98,309,283,28,59,8,3,6,23,14,83,6,1,10,1,2019,0.208,0.26,0.322,0.582,0.255
meanj001,John Means,BAL,2,3,1,0,1,0,0,0,0,1,0,0,0,0,0,2019,1.0,1.0,1.0,2.0,0.784
mullc002,Cedric Mullins,BAL,21,74,64,7,6,0,2,0,4,4,14,3,1,1,0,2019,0.094,0.181,0.156,0.337,0.161
nuner001,Renato Nunez,BAL,151,599,541,72,132,24,0,31,90,44,143,10,4,1,1,2019,0.244,0.311,0.46,0.771,0.329
petej002,Jace Peterson,BAL,29,108,100,14,22,3,1,2,11,6,24,1,1,4,1,2019,0.22,0.269,0.33,0.599,0.261
rickj001,Joey Rickard,BAL,37,135,118,10,24,7,2,2,6,14,33,3,0,3,2,2019,0.203,0.304,0.347,0.651,0.29
rondj002,Jose Rondon,BAL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2019,0.0,0.0,0.0,0.0,0.0
ruizr002,Rio Ruiz,BAL,121,413,370,35,86,13,2,12,46,40,88,0,2,0,1,2019,0.232,0.306,0.376,0.682,0.298
santa003,Anthony Santander,BAL,93,405,380,46,99,20,1,20,59,19,86,2,3,1,2,2019,0.261,0.297,0.476,0.773,0.327
sevep001,Pedro Severino,BAL,95,341,305,37,76,13,0,13,44,29,73,4,2,3,1,2019,0.249,0.321,0.42,0.741,0.321
siscc001,Chance Sisco,BAL,56,198,167,29,35,7,0,8,20,22,61,9,0,0,1,2019,0.21,0.333,0.395,0.728,0.323
smitd007,Dwight Smith,BAL,100,392,357,46,86,16,3,13,53,26,82,4,4,5,1,2019,0.241,0.297,0.412,0.709,0.304
stewd002,DJ Stewart,BAL,42,142,126,14,30,6,0,4,15,14,26,1,1,1,2,2019,0.238,0.317,0.381,0.698,0.306
sucrj001,Jesus Sucre,BAL,20,67,62,3,13,2,0,0,3,4,13,1,0,0,0,2019,0.21,0.269,0.242,0.511,0.233
trumm001,Mark Trumbo,BAL,12,31,29,1,5,3,0,0,3,2,5,0,0,0,0,2019,0.172,0.226,0.276,0.502,0.221
villj001,Jonathan Villar,BAL,161,714,642,111,176,33,5,24,73,61,176,4,4,39,9,2019,0.274,0.339,0.453,0.792,0.34
wilks001,Steve Wilkerson,BAL,104,361,329,39,74,18,2,10,35,22,108,7,2,3,3,2019,0.225,0.286,0.383,0.669,0.29
willm007,Mason Williams,BAL,11,34,30,4,8,1,0,0,2,3,6,0,1,1,0,2019,0.267,0.324,0.3,0.624,0.278
wojca001,Asher Wojciechowski,BAL,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2019,0.0,0.0,0.0,0.0,0.0
wynna001,Austin Wynns,BAL,24,74,70,7,15,1,0,1,5,3,14,0,0,0,0,2019,0.214,0.247,0.271,0.518,0.229
