player_id,name,team,g,pa,ab,r,h,doubles,triples,hr,rbi,bb,so,hbp,sf,sb,cs,season,avg,obp,slg,ops,woba
aguij001,Jesus Aguilar,BAL,16,51,49,2,11,1,0,1,2,1,13,0,0,0,0,2022,0.224,0.24,0.306,0.546,0.237
arauj001,Jonathan Arauz,BAL,9,29,28,2,5,0,0,1,4,1,9,0,0,0,0,2022,0.179,0.207,0.286,0.493,0.214
bannr001,Rylan Bannon,BAL,4,15,14,0,2,0,0,0,0,0,5,1,0,0,0,2022,0.143,0.2,0.143,0.343,0.165
bemba001,Anthony Bemboom,BAL,20,59,52,4,6,2,0,1,1,6,17,0,0,0,0,2022,0.115,0.207,0.212,0.419,0.194
chirr001,Robinson Chirinos,BAL,66,220,195,10,35,9,0,4,22,19,67,4,1,1,0,2022,0.179,0.265,0.287,0.552,0.249
diazy003,Yusniel Diaz,BAL,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2022,0.0,0.0,0.0,0.0,0.0
gutik001,Kelvin Gutierrez,BAL,12,33,28,2,4,1,0,0,3,4,8,0,0,1,0,2022,0.143,0.25,0.179,0.429,0.207
haysa001,Austin Hays,BAL,143,582,535,66,134,35,2,16,60,34,114,10,3,2,4,2022,0.25,0.306,0.413,0.719,0.31
hendg002,Gunnar Henderson,BAL,34,132,116,12,30,7,1,4,18,16,34,0,0,1,1,2022,0.259,0.348,0.44,0.788,0.342
manct001,Trey Mancini,BAL,92,401,354,39,95,16,1,10,41,35,86,9,3,0,0,2022,0.268,0.347,0.404,0.751,0.329
martr006,Richie Martin,BAL,11,33,30,4,5,0,2,0,3,3,10,0,0,2,1,2022,0.167,0.242,0.3,0.542,0.238
matej003,Jorge Mateo,BAL,145,533,494,61,109,25,7,13,50,27,147,5,2,34,9,2022,0.221,0.267,0.379,0.646,0.278
mcker001,Ryan McKenna,BAL,63,172,156,17,37,10,0,2,11,11,55,2,1,1,1,2022,0.237,0.294,0.34,0.634,0.279
mounr001,Ryan Mountcastle,BAL,145,609,555,62,139,28,1,22,85,43,154,4,7,4,1,2022,0.25,0.305,0.423,0.728,0.313
mullc002,Cedric Mullins,BAL,153,672,608,89,157,32,4,16,64,47,126,9,5,34,10,2022,0.258,0.318,0.403,0.721,0.313
nevit001,Tyler Nevin,BAL,53,184,157,17,31,4,0,2,16,20,46,4,3,0,0,2022,0.197,0.299,0.261,0.56,0.259
odorr001,Rougned Odor,BAL,133,472,426,49,88,19,3,13,53,32,109,10,4,6,1,2022,0.207,0.275,0.357,0.632,0.276
owinc001,Chris Owings,BAL,25,68,56,6,6,2,0,0,0,10,24,1,0,1,0,2022,0.107,0.254,0.143,0.397,0.203
philb002,Brett Phillips,BAL,7,17,17,1,2,2,0,0,1,0,9,0,0,0,0,2022,0.118,0.118,0.235,0.353,0.146
rutsa001,Adley Rutschman,BAL,113,470,398,70,101,35,1,13,42,65,86,4,3,4,0,2022,0.254,0.362,0.445,0.807,0.35
santa003,Anthony Santander,BAL,151,647,574,78,138,24,0,33,89,55,122,13,5,0,2,2022,0.24,0.318,0.455,0.773,0.332
stewd002,DJ Stewart,BAL,3,3,3,0,0,0,0,0,0,0,2,0,0,0,0,2022,0.0,0.0,0.0,0.0,0.0
stowk001,Kyle Stowers,BAL,32,98,91,11,23,4,1,3,11,5,29,2,0,0,0,2022,0.253,0.306,0.418,0.724,0.312
uriar001,Ramon Urias,BAL,116,445,403,50,100,17,1,16,51,30,98,5,4,1,0,2022,0.248,0.305,0.414,0.719,0.31
vavrt001,Terrin Vavra,BAL,37,103,89,14,23,2,1,1,12,12,19,0,2,0,1,2022,0.258,0.34,0.337,0.677,0.301
