player_id,name,team,g,gs,ip_outs,h,r,er,bb,so,hr,bf,hbp,w,l,sv,season,ip,era,whip,k_per_9,bb_per_9,fip
akink001,Keegan Akin,BAL,23,1,71,34,19,16,6,27,2,109,0,2,2,0,2023,23.2,6.08,1.69,10.27,2.28,2.68
bakeb001,Bryan Baker,BAL,46,0,135,33,19,18,24,51,4,186,1,4,3,0,2023,45.0,3.6,1.27,10.2,4.8,3.66
baumm001,Mike Baumann,BAL,60,0,194,52,29,27,33,61,7,273,2,10,1,0,2023,64.2,3.76,1.31,8.49,4.59,4.24
bautf001,Felix Bautista,BAL,56,0,183,30,14,10,26,110,4,237,2,8,2,33,2023,61.0,1.48,0.92,16.23,3.84,1.72
bazae001,Eduard Bazardo,BAL,3,0,7,6,4,4,0,1,0,13,0,0,0,0,2023,2.1,15.43,2.57,3.86,0.0,2.24
bradk001,Kyle Bradish,BAL,30,30,506,132,54,53,44,168,14,671,8,12,7,0,2023,168.2,2.83,1.04,8.96,2.35,3.11
canoy001,Yennier Cano,BAL,72,0,218,60,19,17,13,65,4,283,3,1,4,8,2023,72.2,2.11,1.0,8.05,1.61,2.69
could001,Danny Coulombe,BAL,60,0,154,43,15,14,11,58,4,207,2,5,3,2,2023,51.1,2.45,1.05,10.17,1.93,2.61
flahj002,Jack Flaherty,BAL,9,7,104,46,27,26,12,42,7,165,4,1,3,0,2023,34.2,6.75,1.67,10.9,3.12,4.69
fujis001,Shintaro Fujinami,BAL,30,0,89,21,17,16,15,32,3,126,2,2,0,2,2023,29.2,4.85,1.21,9.71,4.55,3.98
garrr001,Reed Garrett,BAL,2,0,8,7,3,3,1,0,0,16,0,0,0,0,2023,2.2,10.12,3.0,0.0,3.38,4.22
gibsk002,Kyle Gibson,BAL,33,33,576,198,101,101,55,157,23,807,6,15,9,0,2023,192.0,4.73,1.32,7.36,2.58,3.98
gilll001,Logan Gillaspie,BAL,10,0,27,11,5,5,5,8,2,43,1,0,0,0,2023,9.0,5.0,1.78,8.0,5.0,6.21
givem001,Mychal Givens,BAL,5,0,12,2,3,2,5,2,0,19,1,0,0,0,2023,4.0,4.5,1.75,4.5,11.25,6.6
halld004,DL Hall,BAL,17,0,58,15,5,4,5,23,2,78,0,3,0,0,2023,19.1,1.86,1.03,10.71,2.33,2.84
irvic001,Cole Irvin,BAL,24,12,232,78,42,38,21,68,11,336,7,1,4,0,2023,77.1,4.42,1.28,7.91,2.44,4.28
krehj001,Joey Krehbiel,BAL,6,0,15,2,1,1,2,5,1,19,0,1,0,0,2023,5.0,1.8,0.8,9.0,3.6,4.9
kremd001,Dean Kremer,BAL,32,32,518,171,85,79,55,157,27,735,5,13,5,0,2023,172.2,4.12,1.31,8.18,2.87,4.36
lestj002,Josh Lester,BAL,1,0,3,1,0,0,1,1,0,5,0,0,0,0,2023,1.0,0.0,2.0,9.0,9.0,4.1
lopej004,Jorge Lopez,BAL,12,0,36,13,7,7,2,14,4,50,0,0,0,0,2023,12.0,5.25,1.25,10.5,1.5,5.6
mccaj001,James McCann,BAL,1,0,3,2,0,0,0,0,0,5,0,0,0,0,2023,1.0,0.0,2.0,0.0,0.0,3.1
mcker001,Ryan McKenna,BAL,1,0,3,4,2,2,0,0,0,6,0,0,0,0,2023,1.0,18.0,4.0,0.0,0.0,3.1
meanj001,John Means,BAL,4,4,71,13,7,7,4,10,4,88,1,1,2,0,2023,23.2,2.66,0.72,3.8,1.52,5.09
perec004,Cionel Perez,BAL,63,0,160,54,26,17,25,44,2,241,2,4,1,3,2023,53.1,2.87,1.48,7.42,4.22,3.46
rodrg003,Grayson Rodriguez,BAL,23,23,366,121,62,59,42,129,16,515,2,7,4,0,2023,122.0,4.35,1.34,9.52,3.1,3.77
vallc001,Chris Vallimont,BAL,1,0,2,1,0,0,0,1,0,2,0,0,0,0,2023,0.2,0.0,1.5,13.5,0.0,0.1
vespn001,Nick Vespi,BAL,9,0,44,16,7,7,2,9,2,59,1,1,0,0,2023,14.2,4.3,1.23,5.52,1.23,4.26
votha001,Austin Voth,BAL,24,0,104,37,21,19,14,34,6,157,3,1,2,0,2023,34.2,4.93,1.47,8.83,3.63,4.86
webbj002,Jacob Webb,BAL,25,0,66,16,8,8,10,23,0,92,2,0,0,0,2023,22.0,3.27,1.18,9.41,4.09,2.65
wellt003,Tyler Wells,BAL,25,20,356,83,50,48,34,117,25,470,4,7,6,1,2023,118.2,3.64,0.99,8.87,2.58,4.83
zimmb002,Bruce Zimmermann,BAL,7,0,40,17,8,7,0,14,3,61,2,2,0,0,2023,13.1,4.72,1.27,9.45,0.0,4.38
