player_id,name,team,g,pa,ab,r,h,doubles,triples,hr,rbi,bb,so,hbp,sf,sb,cs,season,avg,obp,slg,ops,woba
alvap001,Pedro Alvarez,BAL,44,127,111,18,20,2,0,8,18,16,36,0,0,0,0,2018,0.18,0.283,0.414,0.697,0.302
andrj001,John Andreoli,BAL,20,61,56,4,13,2,0,0,4,4,17,0,1,2,0,2018,0.232,0.279,0.268,0.547,0.244
beckt001,Tim Beckham,BAL,96,402,369,45,85,17,0,12,35,27,100,3,2,1,2,2018,0.23,0.287,0.374,0.661,0.287
bundd001,Dylan Bundy,BAL,2,5,5,1,1,0,0,0,0,0,2,0,0,0,0,2018,0.2,0.2,0.2,0.4,0.176
casha001,Andrew Cashner,BAL,2,3,3,0,0,0,0,0,0,0,1,0,0,0,0,2018,0.0,0.0,0.0,0.0,0.0
cobba001,Alex Cobb,BAL,3,7,6,0,1,0,0,0,0,0,2,0,0,0,0,2018,0.167,0.167,0.167,0.334,0.146
davic003,Chris Davis,BAL,128,522,470,40,79,12,0,16,49,41,192,7,4,2,0,2018,0.168,0.243,0.296,0.539,0.24
gausk001,Kevin Gausman,BAL,1,2,2,0,0,0,0,0,0,0,2,0,0,0,0,2018,0.0,0.0,0.0,0.0,0.0
gentc001,Craig Gentry,BAL,50,169,156,12,42,5,2,1,11,11,31,1,0,9,2,2018,0.269,0.321,0.346,0.667,0.295
hessd001,David Hess,BAL,2,3,2,2,0,0,0,0,0,1,0,0,0,0,0,2018,0.0,0.333,0.0,0.333,0.23
jonea003,Adam Jones,BAL,144,613,580,54,163,35,0,15,63,24,93,5,4,7,1,2018,0.281,0.313,0.419,0.732,0.315
josec001,Corban Joseph,BAL,12,19,18,1,4,1,0,0,3,1,5,0,0,0,0,2018,0.222,0.263,0.278,0.541,0.24
josec002,Caleb Joseph,BAL,80,280,265,28,58,14,2,3,17,10,68,3,1,2,1,2018,0.219,0.254,0.321,0.575,0.25
machm001,Manny Machado,BAL,96,413,365,48,115,21,1,24,65,45,51,0,3,8,1,2018,0.315,0.387,0.575,0.962,0.405
manct001,Trey Mancini,BAL,154,636,582,69,141,23,3,24,58,44,153,5,5,0,1,2018,0.242,0.299,0.416,0.715,0.307
mullc002,Cedric Mullins,BAL,44,191,170,23,40,9,0,4,11,17,37,2,0,2,3,2018,0.235,0.312,0.359,0.671,0.297
nuner001,Renato Nunez,BAL,59,220,200,26,55,13,0,7,20,16,50,3,1,0,0,2018,0.275,0.336,0.445,0.781,0.337
petej002,Jace Peterson,BAL,74,235,200,19,39,13,2,3,28,30,55,3,1,11,1,2018,0.195,0.308,0.325,0.633,0.285
ramiy001,Yefry Ramirez,BAL,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,2018,0.0,0.0,0.0,0.0,0.0
rasmc001,Colby Rasmus,BAL,17,49,45,5,6,1,0,1,1,3,19,1,0,0,0,2018,0.133,0.204,0.222,0.426,0.195
rickj001,Joey Rickard,BAL,68,230,213,25,52,10,1,8,23,15,55,2,0,3,2,2018,0.244,0.3,0.413,0.713,0.308
santa003,Anthony Santander,BAL,30,108,101,8,20,5,1,1,6,6,21,1,0,1,0,2018,0.198,0.25,0.297,0.547,0.241
sardl001,Luis Sardinas,BAL,7,20,18,2,2,0,0,1,1,2,5,0,0,0,0,2018,0.111,0.2,0.278,0.478,0.213
schoj001,Jonathan Schoop,BAL,84,367,349,45,85,18,1,17,40,12,74,3,2,0,1,2018,0.244,0.273,0.447,0.72,0.305
siscc001,Chance Sisco,BAL,62,184,160,13,29,8,0,2,16,13,66,11,0,1,0,2018,0.181,0.288,0.269,0.557,0.258
stewd002,DJ Stewart,BAL,17,47,40,8,10,3,0,3,10,4,12,2,1,2,1,2018,0.25,0.34,0.55,0.89,0.372
susaa001,Andrew Susac,BAL,9,26,26,1,3,1,0,0,0,0,12,0,0,0,0,2018,0.115,0.115,0.154,0.269,0.115
trumm001,Mark Trumbo,BAL,90,358,330,41,86,12,0,17,44,24,87,2,2,0,0,2018,0.261,0.313,0.452,0.765,0.327
valeb001,Breyvic Valera,BAL,12,41,35,4,10,0,1,0,4,3,9,0,2,1,0,2018,0.286,0.325,0.343,0.668,0.288
valed001,Danny Valencia,BAL,77,282,255,28,67,8,1,9,28,22,53,0,5,1,1,2018,0.263,0.316,0.408,0.724,0.311
viele001,Engelb Vielma,BAL,3,8,7,1,1,0,0,0,0,1,4,0,0,0,0,2018,0.143,0.25,0.143,0.393,0.196
villj001,Jonathan Villar,BAL,54,236,209,28,54,4,0,8,24,22,58,3,1,21,3,2018,0.258,0.336,0.392,0.728,0.32
wilks001,Steve Wilkerson,BAL,15,49,46,2,8,3,0,0,3,3,16,0,0,1,0,2018,0.174,0.224,0.239,0.463,0.208
wrigm001,Mike Wright,BAL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2018,0.0,0.0,0.0,0.0,0.0
wynna001,Austin Wynns,BAL,38,118,110,16,28,2,0,4,11,5,25,0,0,0,0,2018,0.255,0.287,0.382,0.669,0.289
