player_id,name,team,g,gs,ip_outs,h,r,er,bb,so,hr,bf,hbp,w,l,sv,season,ip,era,whip,k_per_9,bb_per_9,fip
mcdec001,Chayce McDermott,BAL,4,1,26,12,15,15,12,9,3,51,1,0,1,0,2025,8.2,15.58,2.77,9.35,12.46,10.02
mortc002,Charlie Morton,BAL,23,17,304,110,63,61,48,101,16,464,9,7,8,0,2025,101.1,5.42,1.56,8.97,4.26,4.85
perec004,Cionel Perez,BAL,19,0,65,28,22,20,18,21,3,110,2,0,0,0,2025,21.2,8.31,2.12,8.72,7.48,5.73
potec001,Cody Poteet,BAL,1,0,8,6,5,5,2,1,0,16,0,0,0,0,2025,2.2,16.88,3.0,3.38,6.75,4.6
povic001,Cade Povich,BAL,22,20,337,125,70,65,43,118,17,488,1,3,8,0,2025,112.1,5.21,1.5,9.45,3.45,4.14
ragsc001,Carson Ragsdale,BAL,2,0,15,10,8,8,1,4,1,25,0,0,0,0,2025,5.0,14.4,2.2,7.2,1.8,4.7
rivee001,Emmanuel Rivera,BAL,1,0,3,8,8,8,2,0,1,13,0,0,0,0,2025,1.0,72.0,10.0,0.0,18.0,22.1
rodre005,Elvin Rodriguez,BAL,1,0,3,3,2,2,0,1,2,6,0,0,0,0,2025,1.0,18.0,3.0,9.0,0.0,27.1
roget003,Trevor Rogers,BAL,18,18,329,70,23,22,29,103,6,423,2,9,3,0,2025,109.2,1.81,0.9,8.45,2.38,2.78
sancg002,Gary Sanchez,BAL,1,0,3,2,4,4,1,0,1,7,1,0,0,0,2025,1.0,36.0,3.0,0.0,9.0,22.1
selbc001,Colin Selby,BAL,11,0,42,16,5,5,2,14,2,60,0,0,2,0,2025,14.0,3.21,1.29,9.0,1.29,3.39
sotog003,Gregory Soto,BAL,45,0,109,29,17,16,18,44,2,160,5,0,2,1,2025,36.1,3.96,1.29,10.9,4.46,3.29
strok001,Kade Strowd,BAL,24,0,79,14,6,5,12,24,1,102,1,0,1,0,2025,26.1,1.71,0.99,8.2,4.1,3.25
suara001,Albert Suarez,BAL,5,1,35,9,4,3,2,10,0,44,1,2,0,0,2025,11.2,2.31,0.94,7.71,1.54,2.16
sugat001,Tomoyuki Sugano,BAL,30,30,471,173,85,81,36,106,33,675,8,10,10,0,2025,157.0,4.64,1.33,6.08,2.06,5.32
vazql001,Luis Vazquez,BAL,4,0,13,3,0,0,1,0,0,14,0,0,0,0,2025,4.1,0.0,0.92,0.0,2.08,3.79
wellt003,Tyler Wells,BAL,4,4,65,17,7,7,2,18,4,82,0,2,1,0,2025,21.2,2.91,0.88,7.48,0.83,4.12
wolfg001,Grant Wolfram,BAL,21,0,80,35,20,16,15,31,2,133,1,3,1,0,2025,26.2,5.4,1.88,10.46,5.06,3.55
younb001,Brandon Young,BAL,12,12,173,67,42,40,22,47,12,256,0,1,7,0,2025,57.2,6.24,1.54,7.34,3.43,5.32
