player_id,name,team,g,gs,ip_outs,h,r,er,bb,so,hr,bf,hbp,w,l,sv,season,ip,era,whip,k_per_9,bb_per_9,fip
albeh001,Hanser Alberto,BAL,1,0,3,1,2,2,2,0,1,7,1,0,0,0,2019,1.0,18.0,3.0,0.0,18.0,25.1
araup001,Pedro Araujo,BAL,1,0,2,2,2,2,1,0,1,4,0,0,0,0,2019,0.2,27.0,4.5,0.0,13.5,27.1
armss001,Shawn Armstrong,BAL,49,0,163,56,32,31,23,60,7,243,3,1,0,4,2019,54.1,5.13,1.45,9.94,3.81,4.0
blact002,Ty Blach,BAL,5,5,62,32,27,26,13,17,6,103,0,1,3,0,2019,20.2,11.32,2.18,7.4,5.66,7.12
bleir001,Richard Bleier,BAL,53,1,166,65,34,33,8,30,6,235,4,3,0,4,2019,55.1,5.37,1.32,4.88,1.3,4.08
brooa001,Aaron Brooks,BAL,14,12,179,69,43,41,20,39,9,267,6,4,5,0,2019,59.2,6.18,1.49,5.88,3.02,5.06
bundd001,Dylan Bundy,BAL,30,30,485,161,95,86,58,162,29,700,6,7,14,0,2019,161.2,4.79,1.35,9.02,3.23,4.62
casha001,Andrew Cashner,BAL,17,17,289,86,45,41,29,66,11,400,1,9,3,0,2019,96.1,3.83,1.19,6.17,2.71,4.15
castm002,Miguel Castro,BAL,65,0,220,63,42,38,41,71,10,319,0,1,3,2,2019,73.1,4.66,1.42,8.71,5.03,4.61
cobba001,Alex Cobb,BAL,3,3,37,21,16,15,2,8,9,60,0,0,2,0,2019,12.1,10.95,1.86,5.84,1.46,11.78
davic003,Chris Davis,BAL,1,0,3,2,1,1,0,1,1,5,0,0,0,0,2019,1.0,9.0,2.0,9.0,0.0,14.1
eader001,Ryan Eades,BAL,5,0,23,6,1,1,3,5,1,32,1,0,1,0,2019,7.2,1.17,1.17,5.87,3.52,5.06
eshet001,Tom Eshelman,BAL,10,4,108,47,31,26,11,22,12,164,1,1,2,0,2019,36.0,6.5,1.61,5.5,2.75,7.21
fry-p001,Paul Fry,BAL,60,0,172,49,33,30,26,55,7,245,6,1,5,3,2019,57.1,4.71,1.31,8.63,4.08,4.44
gilms001,Sean Gilmartin,BAL,1,1,7,7,5,5,2,1,2,16,0,0,1,0,2019,2.1,19.29,3.86,3.86,7.71,15.96
givem001,Mychal Givens,BAL,58,0,189,49,35,32,26,86,13,260,2,2,6,11,2019,63.0,4.57,1.19,12.29,3.71,4.39
harvh001,Hunter Harvey,BAL,7,0,19,3,1,1,4,11,1,26,0,1,0,0,2019,6.1,1.42,1.11,15.63,5.68,3.57
hessd001,David Hess,BAL,23,14,240,94,73,63,30,68,28,365,2,1,10,0,2019,80.0,7.09,1.55,7.65,3.38,7.15
karnn001,Nate Karns,BAL,4,2,16,7,1,0,3,5,0,25,1,0,1,0,2019,5.1,0.0,1.88,8.44,5.06,3.48
klinb001,Branden Kline,BAL,33,0,123,42,25,24,18,34,8,180,1,1,3,0,2019,41.0,5.27,1.46,7.46,3.95,5.37
lucaj001,Josh Lucas,BAL,8,0,47,14,9,8,5,16,2,66,0,0,0,1,2019,15.2,4.6,1.21,9.19,2.87,3.67
meanj001,John Means,BAL,31,27,465,138,68,62,38,121,23,637,5,12,11,0,2019,155.0,3.6,1.14,7.03,2.21,4.3
ortil002,Luis Ortiz,BAL,1,1,10,4,4,4,5,3,2,18,0,0,1,0,2019,3.1,10.8,2.7,8.1,13.5,13.6
phile001,Evan Phillips,BAL,24,0,84,31,18,18,18,40,2,136,4,0,1,0,2019,28.0,5.79,1.75,12.86,5.79,3.53
ramiy001,Yefry Ramirez,BAL,4,1,31,11,9,8,9,11,2,49,2,0,2,0,2019,10.1,6.97,1.94,9.58,7.84,6.68
rogej003,Josh Rogers,BAL,5,0,43,18,14,14,6,5,7,69,4,0,1,0,2019,14.1,8.79,1.67,3.14,3.77,10.84
scott003,Tanner Scott,BAL,26,0,79,27,13,10,16,37,3,118,2,1,1,0,2019,26.1,3.42,1.63,12.65,5.47,3.82
scott004,Tayler Scott,BAL,8,0,26,20,18,18,5,7,5,52,2,0,0,0,2019,8.2,18.69,2.88,7.27,5.19,11.41
shepc001,Chandler Shepherd,BAL,5,3,57,23,15,14,6,17,5,84,2,0,0,0,2019,19.0,6.63,1.53,8.05,2.84,5.99
