player_id,name,team,g,gs,ip_outs,h,r,er,bb,so,hr,bf,hbp,w,l,sv,season,ip,era,whip,k_per_9,bb_per_9,fip
harvh001,Hunter Harvey,BAL,9,0,26,8,4,4,3,6,1,36,0,0,0,0,2021,8.2,4.15,1.27,6.23,3.12,4.25
harvm001,Matt Harvey,BAL,28,28,383,160,96,89,37,95,19,582,5,6,14,0,2021,127.2,6.27,1.54,6.7,2.61,4.53
jannm001,Mickey Jannis,BAL,1,0,10,8,7,7,4,1,3,21,0,0,0,0,2021,3.1,18.9,3.6,2.7,10.8,17.8
knigd001,Dusten Knight,BAL,7,0,26,11,10,9,5,11,1,44,0,0,0,0,2021,8.2,9.35,1.85,11.42,5.19,3.79
krehj001,Joey Krehbiel,BAL,5,0,22,5,4,4,4,5,1,30,0,0,0,0,2021,7.1,4.91,1.23,6.14,4.91,5.15
kremd001,Dean Kremer,BAL,13,13,161,63,46,45,25,47,17,245,1,0,7,0,2021,53.2,7.55,1.64,7.88,4.19,6.92
krisb001,Brooks Kriske,BAL,4,0,11,5,5,5,0,4,2,15,0,1,0,0,2021,3.2,12.27,1.36,9.82,0.0,8.01
lakit001,Travis Lakins,BAL,23,1,84,22,17,15,15,24,4,120,1,1,3,0,2021,28.0,4.82,1.32,7.71,4.82,4.96
leblw001,Wade LeBlanc,BAL,6,1,20,11,7,7,1,6,1,33,1,0,1,0,2021,6.2,9.45,1.8,8.1,1.35,4.15
lopej004,Jorge Lopez,BAL,33,25,365,142,83,82,56,112,21,555,10,3,14,0,2021,121.2,6.07,1.63,8.28,4.14,5.13
lowtz001,Zac Lowther,BAL,10,6,89,36,23,22,13,30,6,138,4,1,3,0,2021,29.2,6.67,1.65,9.1,3.94,5.43
matti001,Isaac Mattson,BAL,4,0,13,5,3,3,5,3,0,23,0,0,0,0,2021,4.1,6.23,2.31,6.23,10.38,5.18
meanj001,John Means,BAL,26,26,440,125,64,59,26,134,30,590,4,6,9,0,2021,146.2,3.62,1.03,8.22,1.6,4.55
pluta001,Adam Plutko,BAL,38,1,169,65,43,42,27,44,17,255,3,1,2,1,2021,56.1,6.71,1.63,7.03,4.31,7.06
scerm001,Mac Sceroler,BAL,5,0,23,15,15,12,7,11,6,48,1,0,0,0,2021,7.2,14.09,2.87,12.91,8.22,13.53
scott003,Tanner Scott,BAL,60,0,162,46,30,27,34,70,6,244,4,5,4,0,2021,54.0,4.5,1.48,11.67,5.67,4.06
sulsc001,Cole Sulser,BAL,60,0,190,48,20,19,23,73,5,257,0,5,4,8,2021,63.1,2.7,1.12,10.37,3.27,2.91
tated001,Dillon Tate,BAL,62,0,203,61,35,33,23,49,7,287,7,0,6,3,2021,67.2,4.39,1.24,6.52,3.06,4.33
valap001,Pat Valaika,BAL,2,0,4,0,0,0,0,0,0,5,0,0,0,0,2021,1.1,0.0,0.0,0.0,0.0,3.1
valdc003,Cesar Valdez,BAL,39,0,138,62,32,30,14,45,8,210,1,2,2,8,2021,46.0,5.87,1.65,8.8,2.74,4.38
waddb001,Brandon Waddell,BAL,1,0,3,0,0,0,1,0,0,4,0,0,0,0,2021,1.0,0.0,1.0,0.0,9.0,6.1
wadek001,Konner Wade,BAL,7,0,37,23,16,16,5,11,3,64,0,0,0,0,2021,12.1,11.68,2.27,8.03,3.65,5.69
watks003,Spenser Watkins,BAL,16,10,164,74,50,49,19,35,14,255,2,2,7,0,2021,54.2,8.07,1.7,5.76,3.13,6.3
wella001,Alexander Wells,BAL,11,8,128,53,32,32,16,26,10,197,3,2,3,0,2021,42.2,6.75,1.62,5.48,3.38,6.26
wellt003,Tyler Wells,BAL,43,0,171,39,26,25,12,65,9,223,1,2,3,4,2021,57.0,3.95,0.89,10.26,1.89,3.56
wilks001,Steve Wilkerson,BAL,1,0,3,2,1,1,0,0,1,5,0,0,0,0,2021,1.0,9.0,2.0,0.0,0.0,16.1
wynna001,Austin Wynns,BAL,1,0,3,1,1,1,0,0,1,4,0,0,0,0,2021,1.0,9.0,1.0,0.0,0.0,16.1
zimmb002,Bruce Zimmermann,BAL,14,13,193,75,37,36,22,56,14,285,2,4,5,0,2021,64.1,5.04,1.51,7.83,3.08,5.31
