player_id,name,team,date,season,ip_outs,h,r,er,bb,so,hr,bf,hbp,w,l,sv,gs
akink001,Keegan Akin,BAL,,2021,9,7,4,4,1,3,2,16,0,0,0,0,1
tated001,Dillon Tate,BAL,,2021,5,3,3,3,0,2,1,9,1,0,0,0,0
watks003,Spenser Watkins,BAL,,2021,3,0,0,0,0,0,0,3,0,0,0,0,0
scott003,Tanner Scott,BAL,,2021,2,1,0,0,0,0,0,3,0,0,0,0,0
wellt003,Tyler Wells,BAL,,2021,6,0,0,0,0,1,0,6,0,0,0,0,0
fry-p001,Paul Fry,BAL,,2021,1,1,1,1,1,1,0,3,0,0,1,0,0
lopej004,Jorge Lopez,BAL,,2021,14,7,4,4,4,4,0,24,0,0,1,0,1
pluta001,Adam Plutko,BAL,,2021,6,1,0,0,3,1,0,10,0,0,0,0,0
matti001,Isaac Mattson,BAL,,2021,4,0,0,0,1,1,0,5,0,0,0,0,0
eshet001,Tom Eshelman,BAL,,2021,12,7,4,4,0,1,2,19,0,0,0,0,1
lowtz001,Zac Lowther,BAL,,2021,3,0,0,0,1,2,0,4,0,0,0,0,0
wellt003,Tyler Wells,BAL,,2021,3,0,0,0,0,2,0,3,0,0,0,0,0
scott003,Tanner Scott,BAL,,2021,5,0,0,0,0,0,0,5,0,0,0,0,0
sulsc001,Cole Sulser,BAL,,2021,1,3,2,2,1,1,0,5,0,0,1,0,0
harvm001,Matt Harvey,BAL,,2021,15,7,4,4,1,5,1,23,0,0,1,0,1
fry-p001,Paul Fry,BAL,,2021,1,1,0,0,1,0,0,3,0,0,0,0,0
tated001,Dillon Tate,BAL,,2021,3,1,1,1,0,1,0,3,0,0,0,0,0
armss001,Shawn Armstrong,BAL,,2021,1,2,1,1,1,0,0,4,0,0,0,0,0
wellt003,Tyler Wells,BAL,,2021,4,1,1,1,0,3,1,5,0,0,0,0,0
leblw001,Wade LeBlanc,BAL,,2021,3,0,0,0,0,1,0,4,1,0,0,0,0
zimmb002,Bruce Zimmermann,BAL,,2021,18,7,3,3,1,4,1,24,0,0,0,0,1
pluta001,Adam Plutko,BAL,,2021,3,0,0,0,1,1,0,4,0,0,0,0,0
scott003,Tanner Scott,BAL,,2021,3,0,0,0,0,0,0,3,0,0,0,0,0
valdc003,Cesar Valdez,BAL,,2021,3,2,1,1,0,0,0,5,0,0,0,0,0
tated001,Dillon Tate,BAL,,2021,1,0,2,1,2,0,0,3,0,0,1,0,0
leblw001,Wade LeBlanc,BAL,,2021,2,1,0,0,0,1,0,3,0,0,0,0,0
lopej004,Jorge Lopez,BAL,,2021,12,8,7,7,1,4,2,21,1,0,1,0,1
scerm001,Mac Sceroler,BAL,,2021,3,5,3,3,1,2,2,11,1,0,0,0,0
wellt003,Tyler Wells,BAL,,2021,7,1,1,1,0,1,1,7,0,0,0,0,0
