player_id,name,team,date,season,ip_outs,h,r,er,bb,so,hr,bf,hbp,w,l,sv,gs
cobba001,Alex Cobb,BAL,,2018,18,7,2,2,2,2,1,27,0,0,0,0,1
castm002,Miguel Castro,BAL,,2018,3,0,0,0,1,1,0,4,0,0,0,0,0
bleir001,Richard Bleier,BAL,,2018,4,0,0,0,0,0,0,4,0,0,0,0,0
bundd001,Dylan Bundy,BAL,,2018,13,7,7,5,1,4,3,22,0,0,1,0,1
wrigm001,Mike Wright,BAL,,2018,5,1,2,2,3,2,0,9,0,0,0,0,0
araup001,Pedro Araujo,BAL,,2018,6,1,1,1,1,2,1,8,0,0,0,0,0
tillc001,Chris Tillman,BAL,,2018,3,7,7,7,1,0,0,11,0,0,1,0,1
castm002,Miguel Castro,BAL,,2018,7,4,4,4,1,3,0,12,1,0,0,0,0
givem001,Mychal Givens,BAL,,2018,7,2,1,1,1,1,0,8,0,0,0,0,0
bleir001,Richard Bleier,BAL,,2018,4,2,0,0,0,2,0,6,0,0,0,0,0
odayd001,Darren O'Day,BAL,,2018,3,0,0,0,0,1,0,3,0,0,0,0,0
odayd001,Darren O'Day,BAL,,2018,5,2,0,0,1,2,0,7,0,0,0,0,0
britz001,Zach Britton,BAL,,2018,1,5,4,4,0,0,0,6,1,0,0,0,0
castm002,Miguel Castro,BAL,,2018,9,0,0,0,0,1,0,10,1,0,0,0,0
wrigm001,Mike Wright,BAL,,2018,6,1,0,0,1,1,0,8,0,1,0,0,0
cobba001,Alex Cobb,BAL,,2018,21,4,1,1,2,6,0,27,0,0,0,0,1
scott003,Tanner Scott,BAL,,2018,1,1,2,2,2,0,0,4,0,0,0,0,0
bracb001,Brad Brach,BAL,,2018,2,1,0,0,0,1,0,3,0,0,0,0,0
givem001,Mychal Givens,BAL,,2018,5,2,1,0,2,2,0,9,0,0,0,0,0
britz001,Zach Britton,BAL,,2018,3,0,0,0,1,1,0,4,0,0,0,1,0
bundd001,Dylan Bundy,BAL,,2018,19,7,2,2,2,8,0,27,0,1,0,0,1
hessd001,David Hess,BAL,,2018,12,7,5,5,2,4,0,21,0,0,1,0,1
wrigm001,Mike Wright,BAL,,2018,9,2,0,0,0,3,0,11,1,0,0,0,0
