player_id,name,team,date,season,ip_outs,h,r,er,bb,so,hr,bf,hbp,w,l,sv,gs
sugat001,Tomoyuki Sugano,BAL,,2025,22,3,1,1,0,5,0,25,0,1,0,0,1
canoy001,Yennier Cano,BAL,,2025,1,1,0,0,1,1,0,3,0,0,0,0,0
akink001,Keegan Akin,BAL,,2025,1,0,0,0,0,0,0,1,0,0,0,0,0
bautf001,Felix Bautista,BAL,,2025,3,0,0,0,0,2,0,3,0,0,0,1,0
gibsk002,Kyle Gibson,BAL,,2025,12,7,5,5,3,4,1,22,0,0,1,0,1
selbc001,Colin Selby,BAL,,2025,5,0,0,0,1,1,0,6,0,0,0,0,0
perec004,Cionel Perez,BAL,,2025,1,0,0,0,2,1,0,3,0,0,0,0,0
mortc002,Charlie Morton,BAL,,2025,6,0,0,0,0,2,0,6,0,0,0,0,0
efliz001,Zach Eflin,BAL,,2025,15,5,2,2,2,5,0,21,0,1,0,0,1
domis001,Seranthony Dominguez,BAL,,2025,3,0,0,0,0,1,0,3,0,0,0,0,0
bakeb001,Bryan Baker,BAL,,2025,3,0,0,0,0,1,0,3,0,0,0,0,0
canoy001,Yennier Cano,BAL,,2025,3,0,0,0,0,2,0,3,0,0,0,0,0
bautf001,Felix Bautista,BAL,,2025,3,1,1,1,0,1,1,4,0,0,0,0,0
efliz001,Zach Eflin,BAL,,2025,18,4,1,1,0,1,0,23,1,1,0,0,1
canoy001,Yennier Cano,BAL,,2025,3,0,0,0,0,2,0,3,0,0,0,0,0
sotog003,Gregory Soto,BAL,,2025,3,1,0,0,0,0,0,4,0,0,0,0,0
bautf001,Felix Bautista,BAL,,2025,3,0,0,0,0,0,0,3,0,0,0,0,0
mortc002,Charlie Morton,BAL,,2025,15,4,4,4,5,4,1,25,1,0,1,0,1
akink001,Keegan Akin,BAL,,2025,4,1,0,0,0,0,0,4,0,0,0,0,0
bakeb001,Bryan Baker,BAL,,2025,2,0,0,0,0,0,0,1,0,0,0,0,0
domis001,Seranthony Dominguez,BAL,,2025,3,0,0,0,2,1,0,4,0,0,0,0,0
kremd001,Dean Kremer,BAL,,2025,14,8,6,6,1,4,3,24,1,0,1,0,1
perec004,Cionel Perez,BAL,,2025,4,2,1,1,2,1,0,7,0,0,0,0,0
bowmm001,Matthew Bowman,BAL,,2025,3,1,0,0,0,1,0,4,0,0,0,0,0
selbc001,Colin Selby,BAL,,2025,3,3,2,2,0,2,1,6,0,0,0,0,0
kremd001,Dean Kremer,BAL,,2025,16,8,5,5,1,2,0,24,0,0,1,0,1
canoy001,Yennier Cano,BAL,,2025,1,1,0,0,0,1,0,3,0,0,0,0,0
akink001,Keegan Akin,BAL,,2025,1,0,0,0,0,1,0,1,0,0,0,0,0
domis001,Seranthony Dominguez,BAL,,2025,3,1,0,0,0,2,0,4,0,0,0,0,0
sotog003,Gregory Soto,BAL,,2025,3,1,0,0,0,2,0,4,0,0,0,0,0
mortc002,Charlie Morton,BAL,,2025,7,6,4,4,4,5,0,18,1,0,0,0,1
bowmm001,Matthew Bowman,BAL,,2025,7,0,0,0,2,2,0,9,0,0,0,0,0
akink001,Keegan Akin,BAL,,2025,1,1,0,0,0,0,0,1,0,1,0,0,0
domis001,Seranthony Dominguez,BAL,,2025,3,1,0,0,1,2,0,5,0,0,0,0,0
sotog003,Gregory Soto,BAL,,2025,3,0,0,0,0,1,0,3,0,0,0,0,0
kitta001,Andrew Kittredge,BAL,,2025,3,0,0,0,0,1,0,3,0,0,0,0,0
bautf001,Felix Bautista,BAL,,2025,3,0,0,0,1,3,0,4,0,0,0,1,0
sugat001,Tomoyuki Sugano,BAL,,2025,13,8,4,3,1,2,0,22,0,0,1,0,1
blews001,Scott Blewett,BAL,,2025,5,0,0,0,0,2,0,6,0,0,0,0,0
canoy001,Yennier Cano,BAL,,2025,3,0,0,0,0,0,0,3,0,0,0,0,0
bakeb001,Bryan Baker,BAL,,2025,3,1,1,1,0,1,1,4,0,0,0,0,0
mortc002,Charlie Morton,BAL,,2025,16,6,2,2,1,7,1,25,2,1,0,0,1
kitta001,Andrew Kittredge,BAL,,2025,5,0,0,0,0,1,0,4,0,0,0,0,0
bakeb001,Bryan Baker,BAL,,2025,3,0,0,0,0,0,0,3,0,0,0,0,0
bautf001,Felix Bautista,BAL,,2025,3,0,0,0,0,0,0,3,0,0,0,1,0
kremd001,Dean Kremer,BAL,,2025,13,8,5,5,1,3,2,22,0,0,0,0,1
sotog003,Gregory Soto,BAL,,2025,2,1,0,0,0,1,0,4,1,0,0,0,0
blews001,Scott Blewett,BAL,,2025,3,1,1,1,2,1,0,6,0,0,0,0,0
kitta001,Andrew Kittredge,BAL,,2025,3,0,0,0,0,0,0,3,0,0,0,0,0
