player_id,name,team,date,season,ip_outs,h,r,er,bb,so,hr,bf,hbp,w,l,sv,gs
wrigm001,Mike Wright,BAL,,2016,16,5,4,2,3,3,0,25,0,0,0,0,1
givem001,Mychal Givens,BAL,,2016,4,2,0,0,0,0,0,6,0,1,0,0,0
odayd001,Darren O'Day,BAL,,2016,4,0,0,0,0,1,0,4,0,0,0,0,0
bracb001,Brad Brach,BAL,,2016,3,0,0,0,1,0,0,4,0,0,0,0,0
gausk001,Kevin Gausman,BAL,,2016,20,8,1,1,1,6,0,28,0,0,0,0,1
bracb001,Brad Brach,BAL,,2016,4,1,0,0,0,0,0,5,0,1,0,0,0
britz001,Zach Britton,BAL,,2016,3,0,0,0,1,1,0,4,0,0,0,1,0
jimeu001,Ubaldo Jimenez,BAL,,2016,17,8,6,6,3,3,0,28,0,0,1,0,1
bundd001,Dylan Bundy,BAL,,2016,4,4,4,4,0,0,1,8,0,0,0,0,0
worlv001,Vance Worley,BAL,,2016,3,1,0,0,0,0,0,4,0,0,0,0,0
tillc001,Chris Tillman,BAL,,2016,6,0,0,0,0,5,0,6,0,0,0,0,1
wilst004,Tyler Wilson,BAL,,2016,9,2,0,0,0,1,0,11,0,0,0,0,0
givem001,Mychal Givens,BAL,,2016,4,3,2,2,0,2,0,8,1,0,0,0,0
bracb001,Brad Brach,BAL,,2016,2,0,0,0,0,1,0,2,0,0,0,0,0
odayd001,Darren O'Day,BAL,,2016,3,2,0,0,0,1,0,5,0,0,0,0,0
britz001,Zach Britton,BAL,,2016,3,0,0,0,0,0,0,3,0,1,0,0,0
gally001,Yovani Gallardo,BAL,,2016,15,2,1,1,3,4,0,20,0,1,0,0,1
givem001,Mychal Givens,BAL,,2016,2,2,1,1,0,1,1,4,0,0,0,0,0
bracb001,Brad Brach,BAL,,2016,4,0,0,0,2,3,0,6,0,0,0,0,0
odayd001,Darren O'Day,BAL,,2016,3,0,0,0,0,2,0,3,0,0,0,0,0
