player_id,name,team,date,season,ip_outs,h,r,er,bb,so,hr,bf,hbp,w,l,sv,gs
meanj001,John Means,BAL,,2020,2,4,3,3,1,0,0,7,0,0,0,0,1
lopej004,Jorge Lopez,BAL,,2020,12,3,2,2,0,5,0,15,1,0,0,0,0
phile001,Evan Phillips,BAL,,2020,3,1,0,0,4,2,0,9,1,0,0,0,0
armss001,Shawn Armstrong,BAL,,2020,4,0,0,0,0,1,0,5,1,0,0,0,0
lakit001,Travis Lakins,BAL,,2020,2,0,1,0,2,0,0,5,0,0,1,0,0
fry-p001,Paul Fry,BAL,,2020,4,0,0,0,0,2,0,4,0,0,0,0,0
cobba001,Alex Cobb,BAL,,2020,20,8,5,5,1,4,1,29,0,0,1,0,1
tated001,Dillon Tate,BAL,,2020,7,1,2,2,1,2,1,9,0,0,0,0,0
leblw001,Wade LeBlanc,BAL,,2020,12,5,5,5,2,3,1,19,0,0,0,0,1
lakit001,Travis Lakins,BAL,,2020,2,2,2,2,2,0,1,6,0,0,0,0,0
armss001,Shawn Armstrong,BAL,,2020,3,1,0,0,0,1,0,3,0,0,0,0,0
castm002,Miguel Castro,BAL,,2020,4,1,0,0,0,2,0,5,1,0,0,0,0
givem001,Mychal Givens,BAL,,2020,3,0,0,0,0,2,0,3,0,0,0,0,0
sulsc001,Cole Sulser,BAL,,2020,4,0,1,0,2,0,0,6,0,0,1,0,0
scott003,Tanner Scott,BAL,,2020,2,0,0,0,0,2,0,2,0,0,0,0,0
milot001,Tommy Milone,BAL,,2020,18,7,3,3,0,7,2,25,0,0,1,0,1
eshet001,Thomas Eshelman,BAL,,2020,6,2,1,1,1,1,0,9,0,0,0,0,0
fry-p001,Paul Fry,BAL,,2020,3,2,1,1,0,1,0,5,0,0,0,0,0
wojca001,Asher Wojciechowski,BAL,,2020,11,7,3,3,1,4,1,19,0,0,1,0,1
tated001,Dillon Tate,BAL,,2020,7,1,0,0,1,3,0,9,0,0,0,0,0
lakit001,Travis Lakins,BAL,,2020,4,1,0,0,1,1,0,6,0,0,0,0,0
scott003,Tanner Scott,BAL,,2020,2,1,2,2,1,0,0,4,0,0,0,0,0
castm002,Miguel Castro,BAL,,2020,3,2,2,2,0,1,1,5,0,0,0,0,0
meanj001,John Means,BAL,,2020,9,4,3,3,0,2,2,13,0,0,1,0,1
lopej004,Jorge Lopez,BAL,,2020,12,5,5,5,2,3,1,19,0,0,0,0,0
eshet001,Thomas Eshelman,BAL,,2020,3,0,0,0,0,0,0,4,1,0,0,0,0
armss001,Shawn Armstrong,BAL,,2020,3,0,0,0,0,0,0,2,0,0,0,0,0
cobba001,Alex Cobb,BAL,,2020,15,6,2,2,1,1,1,21,0,0,0,0,1
armss001,Shawn Armstrong,BAL,,2020,1,2,1,1,1,0,0,4,0,0,0,0,0
scott003,Tanner Scott,BAL,,2020,4,0,0,0,0,1,0,4,0,0,0,0,0
givem001,Mychal Givens,BAL,,2020,4,0,0,0,1,1,0,5,0,0,0,0,0
sulsc001,Cole Sulser,BAL,,2020,4,0,1,0,3,3,0,7,0,0,0,0,0
castm002,Miguel Castro,BAL,,2020,2,0,0,0,0,1,0,2,0,1,0,0,0
leblw001,Wade LeBlanc,BAL,,2020,2,1,1,1,1,0,1,4,0,0,0,0,1
eshet001,Thomas Eshelman,BAL,,2020,13,0,0,0,1,2,0,14,0,1,0,0,0
castm002,Miguel Castro,BAL,,2020,3,2,1,1,1,2,0,6,0,0,0,0,0
fry-p001,Paul Fry,BAL,,2020,4,1,0,0,0,1,0,5,0,0,0,0,0
givem001,Mychal Givens,BAL,,2020,4,0,1,1,1,2,0,5,0,0,0,0,0
scott003,Tanner Scott,BAL,,2020,1,2,1,1,0,0,1,3,0,0,0,1,0
wojca001,Asher Wojciechowski,BAL,,2020,15,7,3,3,1,5,1,22,0,0,0,0,1
eshet001,Thomas Eshelman,BAL,,2020,3,2,2,2,0,0,1,5,0,1,0,0,0
fry-p001,Paul Fry,BAL,,2020,3,1,0,0,0,1,0,4,0,0,0,0,0
harvh001,Hunter Harvey,BAL,,2020,3,1,0,0,0,2,0,4,0,0,0,0,0
scott003,Tanner Scott,BAL,,2020,3,0,0,0,0,0,0,3,0,0,0,0,0
meanj001,John Means,BAL,,2020,16,8,4,4,1,1,2,24,0,0,1,0,1
lakit001,Travis Lakins,BAL,,2020,3,1,1,1,0,0,0,5,1,0,0,0,0
sulsc001,Cole Sulser,BAL,,2020,4,4,4,3,1,0,0,8,0,0,0,0,0
phile001,Evan Phillips,BAL,,2020,4,1,0,0,1,0,0,6,0,0,0,0,0
lakit001,Travis Lakins,BAL,,2020,3,2,2,1,1,0,0,5,0,0,1,0,0
eshet001,Thomas Eshelman,BAL,,2020,7,3,4,2,3,1,1,14,0,0,0,0,1
klinb001,Branden Kline,BAL,,2020,5,1,0,0,1,3,0,7,0,0,0,0,0
phile001,Evan Phillips,BAL,,2020,3,1,0,0,0,1,0,4,0,0,0,0,0
tated001,Dillon Tate,BAL,,2020,3,0,0,0,0,1,0,3,0,0,0,0,0
harvh001,Hunter Harvey,BAL,,2020,3,2,0,0,0,1,0,5,0,0,0,0,0
scott003,Tanner Scott,BAL,,2020,3,0,0,0,1,0,0,3,0,0,0,0,0
lopej004,Jorge Lopez,BAL,,2020,15,3,3,0,1,2,0,21,1,1,0,0,1
valdc003,Cesar Valdez,BAL,,2020,6,1,0,0,1,3,0,8,0,0,0,1,0
akink001,Keegan Akin,BAL,,2020,16,3,0,0,4,8,0,23,0,0,0,0,1
tated001,Dillon Tate,BAL,,2020,4,0,0,0,1,2,0,5,1,1,0,0,0
fry-p001,Paul Fry,BAL,,2020,6,3,1,1,0,2,1,9,0,0,0,0,0
valdc003,Cesar Valdez,BAL,,2020,1,0,0,0,0,0,0,1,0,0,0,0,0
kremd001,Dean Kremer,BAL,,2020,18,1,1,1,3,7,0,22,0,1,0,0,1
scott003,Tanner Scott,BAL,,2020,2,2,0,0,0,0,0,4,0,0,0,0,0
harvh001,Hunter Harvey,BAL,,2020,4,0,0,0,0,0,0,5,0,0,0,0,0
sulsc001,Cole Sulser,BAL,,2020,3,1,0,0,0,2,0,4,0,0,0,0,0
lopej004,Jorge Lopez,BAL,,2020,21,5,1,1,2,3,1,26,0,1,0,0,1
sulsc001,Cole Sulser,BAL,,2020,3,0,0,0,1,1,0,4,0,0,0,0,0
fulmc001,Carson Fulmer,BAL,,2020,3,0,0,0,1,1,0,5,1,0,0,0,0
eshet001,Thomas Eshelman,BAL,,2020,10,6,2,2,1,4,1,17,0,0,1,0,1
fry-p001,Paul Fry,BAL,,2020,2,0,0,0,1,0,0,3,0,0,0,0,0
lakit001,Travis Lakins,BAL,,2020,3,1,0,0,1,1,0,5,0,0,0,0,0
sulsc001,Cole Sulser,BAL,,2020,6,2,0,0,0,1,0,7,0,0,0,0,0
wojca001,Asher Wojciechowski,BAL,,2020,6,4,3,3,1,0,0,11,0,0,0,0,0
akink001,Keegan Akin,BAL,,2020,15,3,0,0,1,9,0,19,0,1,0,0,1
tated001,Dillon Tate,BAL,,2020,3,1,1,0,0,0,0,4,0,0,0,0,0
harvh001,Hunter Harvey,BAL,,2020,3,1,0,0,0,0,0,3,0,0,0,0,0
scott003,Tanner Scott,BAL,,2020,3,0,0,0,0,1,0,3,0,0,0,0,0
valdc003,Cesar Valdez,BAL,,2020,3,1,0,0,0,1,0,4,0,0,0,0,0
kremd001,Dean Kremer,BAL,,2020,15,3,1,1,3,6,0,21,0,0,0,0,1
fry-p001,Paul Fry,BAL,,2020,3,0,0,0,1,1,0,4,0,0,0,0,0
valdc003,Cesar Valdez,BAL,,2020,3,1,2,2,1,1,0,5,0,0,1,0,0
zimmb002,Bruce Zimmermann,BAL,,2020,9,4,5,5,1,2,2,15,2,0,0,0,1
lakit001,Travis Lakins,BAL,,2020,2,2,1,1,1,1,1,5,0,0,0,0,0
sulsc001,Cole Sulser,BAL,,2020,1,2,3,3,1,0,0,4,0,0,1,0,0
tated001,Dillon Tate,BAL,,2020,2,2,1,1,0,0,0,4,0,0,0,0,0
phile001,Evan Phillips,BAL,,2020,4,0,0,0,0,4,0,4,0,0,0,0,0
cobba001,Alex Cobb,BAL,,2020,18,4,2,2,3,5,0,25,0,0,1,0,1
fry-p001,Paul Fry,BAL,,2020,2,1,0,0,1,1,0,5,1,0,0,0,0
fulmc001,Carson Fulmer,BAL,,2020,4,0,0,0,1,2,0,5,0,0,0,0,0
scott003,Tanner Scott,BAL,,2020,3,0,0,0,1,1,0,4,0,0,0,0,0
lopej004,Jorge Lopez,BAL,,2020,18,8,3,3,1,5,2,26,0,0,1,0,1
phile001,Evan Phillips,BAL,,2020,6,1,0,0,0,4,0,7,0,0,0,0,0
lakit001,Travis Lakins,BAL,,2020,3,0,0,0,1,0,0,4,0,0,0,0,0
meanj001,John Means,BAL,,2020,17,3,1,1,0,12,1,22,2,1,0,0,1
tated001,Dillon Tate,BAL,,2020,3,1,0,0,0,2,0,5,0,0,0,0,0
harvh001,Hunter Harvey,BAL,,2020,4,0,0,0,0,2,0,4,0,0,0,0,0
valdc003,Cesar Valdez,BAL,,2020,3,0,0,0,0,0,0,3,0,0,0,1,0
milot001,Tommy Milone,BAL,,2020,9,4,4,4,3,5,0,15,0,0,1,0,1
lakit001,Travis Lakins,BAL,,2020,6,5,2,2,0,3,0,11,0,0,0,0,0
hessd001,David Hess,BAL,,2020,9,7,3,3,1,1,0,17,0,0,0,0,0
cobba001,Alex Cobb,BAL,,2020,16,4,1,1,0,6,1,22,1,1,0,0,1
fry-p001,Paul Fry,BAL,,2020,1,3,1,1,0,0,0,4,0,0,0,0,0
castm002,Miguel Castro,BAL,,2020,1,0,0,0,0,1,0,1,0,0,0,0,0
bleir001,Richard Bleier,BAL,,2020,5,1,0,0,0,2,0,7,1,0,0,0,0
givem001,Mychal Givens,BAL,,2020,4,1,0,0,0,2,0,5,0,0,0,0,0
leblw001,Wade LeBlanc,BAL,,2020,17,4,4,4,0,4,2,21,0,1,0,0,1
castm002,Miguel Castro,BAL,,2020,2,1,0,0,0,0,0,3,0,0,0,0,0
scott003,Tanner Scott,BAL,,2020,2,1,0,0,0,0,0,3,0,0,0,0,0
sulsc001,Cole Sulser,BAL,,2020,6,1,0,0,0,2,0,7,0,0,0,1,0
akink001,Keegan Akin,BAL,,2020,12,8,4,2,0,6,0,21,0,0,1,0,1
sulsc001,Cole Sulser,BAL,,2020,3,1,0,0,1,0,0,5,0,0,0,0,0
fry-p001,Paul Fry,BAL,,2020,2,0,1,1,1,2,0,3,0,0,0,0,0
eshet001,Thomas Eshelman,BAL,,2020,7,3,0,0,0,0,0,9,0,0,0,0,0
kremd001,Dean Kremer,BAL,,2020,8,7,7,7,3,2,0,18,0,0,1,0,1
klinb001,Branden Kline,BAL,,2020,4,1,1,1,1,3,0,6,0,0,0,0,0
zimmb002,Bruce Zimmermann,BAL,,2020,12,2,1,1,1,5,0,16,0,0,0,0,0
cobba001,Alex Cobb,BAL,,2020,21,6,1,1,2,4,0,26,1,1,0,0,1
armss001,Shawn Armstrong,BAL,,2020,3,0,0,0,0,1,0,3,0,0,0,0,0
lakit001,Travis Lakins,BAL,,2020,3,1,0,0,0,2,0,4,0,0,0,0,0
cobba001,Alex Cobb,BAL,,2020,12,7,5,5,1,5,3,19,0,0,1,0,1
eshet001,Thomas Eshelman,BAL,,2020,6,2,1,1,2,2,0,9,0,0,0,0,0
akink001,Keegan Akin,BAL,,2020,2,3,4,4,1,1,0,7,0,0,1,0,1
lakit001,Travis Lakins,BAL,,2020,7,2,0,0,1,1,0,10,0,0,0,0,0
wojca001,Asher Wojciechowski,BAL,,2020,5,5,6,6,3,1,2,12,0,0,0,0,0
fulmc001,Carson Fulmer,BAL,,2020,4,0,0,0,0,1,0,4,0,0,0,0,0
kremd001,Dean Kremer,BAL,,2020,15,4,1,1,3,7,0,22,0,0,0,0,1
tated001,Dillon Tate,BAL,,2020,2,0,0,0,0,0,0,3,1,0,0,0,0
scott003,Tanner Scott,BAL,,2020,1,0,0,0,1,0,0,2,0,0,0,0,0
valdc003,Cesar Valdez,BAL,,2020,9,1,0,0,0,1,0,10,0,0,0,0,0
harvh001,Hunter Harvey,BAL,,2020,1,0,1,0,0,0,0,1,0,0,1,0,0
meanj001,John Means,BAL,,2020,18,5,1,1,1,4,1,24,0,0,0,0,1
tated001,Dillon Tate,BAL,,2020,5,2,2,2,0,0,0,7,0,0,1,0,0
scott003,Tanner Scott,BAL,,2020,1,1,0,0,0,1,0,2,0,0,0,0,0
meanj001,John Means,BAL,,2020,18,3,1,1,1,5,1,21,0,1,0,0,1
lakit001,Travis Lakins,BAL,,2020,3,1,0,0,0,2,0,4,0,0,0,0,0
wojca001,Asher Wojciechowski,BAL,,2020,6,2,1,1,0,1,1,8,0,0,0,0,0
lopej004,Jorge Lopez,BAL,,2020,14,6,5,5,1,6,2,21,0,0,0,0,1
fry-p001,Paul Fry,BAL,,2020,2,3,1,1,0,1,1,5,0,0,0,0,0
tated001,Dillon Tate,BAL,,2020,2,0,0,0,0,0,0,2,0,0,0,0,0
scott003,Tanner Scott,BAL,,2020,3,0,0,0,0,1,0,4,1,0,0,0,0
harvh001,Hunter Harvey,BAL,,2020,3,1,1,1,1,0,1,4,0,0,1,0,0
cobba001,Alex Cobb,BAL,,2020,16,3,3,2,2,2,1,22,0,0,0,0,1
scott003,Tanner Scott,BAL,,2020,2,0,0,0,1,1,0,3,0,0,0,0,0
givem001,Mychal Givens,BAL,,2020,3,0,0,0,0,2,0,3,0,0,0,0,0
castm002,Miguel Castro,BAL,,2020,2,4,3,3,0,2,2,6,0,0,0,0,0
phile001,Evan Phillips,BAL,,2020,1,0,0,0,0,0,0,1,0,0,0,0,0
sulsc001,Cole Sulser,BAL,,2020,3,2,2,2,2,1,0,7,0,1,0,0,0
fry-p001,Paul Fry,BAL,,2020,2,2,1,0,0,1,0,4,0,0,0,0,0
lakit001,Travis Lakins,BAL,,2020,1,0,0,0,0,0,0,1,0,0,0,1,0
leblw001,Wade LeBlanc,BAL,,2020,10,6,3,3,3,2,0,19,0,0,0,0,1
armss001,Shawn Armstrong,BAL,,2020,5,0,0,0,1,2,0,5,0,1,0,0,0
lakit001,Travis Lakins,BAL,,2020,3,0,0,0,0,3,0,3,0,0,0,0,0
givem001,Mychal Givens,BAL,,2020,3,1,0,0,1,0,0,4,0,0,0,0,0
castm002,Miguel Castro,BAL,,2020,3,3,1,1,0,2,0,6,0,0,0,0,0
sulsc001,Cole Sulser,BAL,,2020,3,0,0,0,0,2,0,3,0,0,0,1,0
eshet001,Thomas Eshelman,BAL,,2020,15,4,2,2,0,2,1,19,0,1,0,0,1
phile001,Evan Phillips,BAL,,2020,3,2,0,0,0,1,0,5,0,0,0,0,0
fry-p001,Paul Fry,BAL,,2020,3,0,0,0,0,1,0,3,0,0,0,0,0
hessd001,David Hess,BAL,,2020,6,2,2,2,0,0,1,8,0,0,0,0,0
milot001,Tommy Milone,BAL,,2020,16,4,4,2,1,6,2,24,1,0,1,0,1
lakit001,Travis Lakins,BAL,,2020,3,1,0,0,1,2,0,5,0,0,0,0,0
fry-p001,Paul Fry,BAL,,2020,2,1,0,0,0,1,0,3,0,0,0,0,0
lopej004,Jorge Lopez,BAL,,2020,3,1,0,0,1,0,0,5,0,0,0,0,0
wojca001,Asher Wojciechowski,BAL,,2020,12,4,3,3,3,3,1,18,0,0,0,0,1
scott003,Tanner Scott,BAL,,2020,2,0,0,0,2,0,0,5,1,0,0,0,0
castm002,Miguel Castro,BAL,,2020,3,0,0,0,0,1,0,4,0,0,0,0,0
akink001,Keegan Akin,BAL,,2020,1,0,0,0,0,0,0,1,0,0,0,0,0
fry-p001,Paul Fry,BAL,,2020,2,0,0,0,2,2,0,4,0,0,0,0,0
givem001,Mychal Givens,BAL,,2020,4,1,1,1,0,3,1,5,0,0,1,0,0
meanj001,John Means,BAL,,2020,12,4,2,2,1,3,2,17,0,0,0,0,1
tated001,Dillon Tate,BAL,,2020,5,1,1,1,1,2,0,6,0,0,0,0,0
scott003,Tanner Scott,BAL,,2020,4,1,0,0,0,3,0,5,0,0,0,0,0
castm002,Miguel Castro,BAL,,2020,3,1,0,0,0,2,0,4,0,0,0,0,0
sulsc001,Cole Sulser,BAL,,2020,5,1,2,1,0,1,1,6,0,0,1,0,0
cobba001,Alex Cobb,BAL,,2020,12,8,5,4,2,2,0,22,0,0,1,0,1
valdc003,Cesar Valdez,BAL,,2020,9,1,0,0,1,5,0,12,0,0,0,0,0
phile001,Evan Phillips,BAL,,2020,3,0,0,0,0,2,0,4,1,0,0,0,0
lopej004,Jorge Lopez,BAL,,2020,14,3,3,3,3,3,0,20,0,0,0,0,1
fry-p001,Paul Fry,BAL,,2020,7,1,0,0,0,3,0,8,0,0,0,0,0
harvh001,Hunter Harvey,BAL,,2020,2,1,1,1,1,0,0,4,0,0,0,0,0
scott003,Tanner Scott,BAL,,2020,1,1,0,0,0,0,0,2,0,0,0,0,0
sulsc001,Cole Sulser,BAL,,2020,2,1,2,2,3,0,0,6,0,0,1,0,0
valdc003,Cesar Valdez,BAL,,2020,6,2,1,0,0,1,0,7,0,1,0,0,0
akink001,Keegan Akin,BAL,,2020,13,3,2,0,2,6,0,17,0,0,0,0,1
lakit001,Travis Lakins,BAL,,2020,5,1,0,0,1,2,0,8,0,0,0,0,0
scott003,Tanner Scott,BAL,,2020,2,1,0,0,0,1,0,3,0,0,0,0,0
tated001,Dillon Tate,BAL,,2020,7,0,0,0,1,2,0,7,0,0,0,0,0
lopej004,Jorge Lopez,BAL,,2020,6,9,8,8,1,1,1,16,1,0,1,0,1
eshet001,Thomas Eshelman,BAL,,2020,12,6,2,2,0,1,1,17,0,0,0,0,0
klinb001,Branden Kline,BAL,,2020,6,0,0,0,1,1,0,7,0,0,0,0,0
meanj001,John Means,BAL,,2020,18,1,1,1,1,9,1,20,0,0,1,0,1
harvh001,Hunter Harvey,BAL,,2020,1,2,3,2,0,1,1,5,1,0,0,0,0
sulsc001,Cole Sulser,BAL,,2020,2,0,0,0,0,1,0,2,0,0,0,0,0
scott003,Tanner Scott,BAL,,2020,1,2,1,0,0,1,0,4,0,0,0,0,0
armss001,Shawn Armstrong,BAL,,2020,2,0,0,0,0,1,0,2,0,0,0,0,0
akink001,Keegan Akin,BAL,,2020,9,5,4,4,1,4,2,15,0,0,0,0,1
lakit001,Travis Lakins,BAL,,2020,6,0,0,0,1,2,0,7,0,1,0,0,0
fry-p001,Paul Fry,BAL,,2020,4,1,0,0,1,3,0,6,0,0,0,0,0
harvh001,Hunter Harvey,BAL,,2020,2,0,0,0,0,0,0,2,0,0,0,0,0
armss001,Shawn Armstrong,BAL,,2020,3,1,1,0,0,0,0,5,0,0,0,0,0
valdc003,Cesar Valdez,BAL,,2020,3,0,0,0,0,0,0,3,0,0,0,1,0
milot001,Tommy Milone,BAL,,2020,18,3,0,0,0,3,0,22,1,1,0,0,1
lakit001,Travis Lakins,BAL,,2020,3,0,0,0,0,0,0,3,0,0,0,0,0
hessd001,David Hess,BAL,,2020,6,1,0,0,1,0,0,7,0,0,0,0,0
eshet001,Thomas Eshelman,BAL,,2020,12,5,2,2,0,2,1,15,0,0,0,0,1
phile001,Evan Phillips,BAL,,2020,2,1,0,0,1,1,0,4,0,0,0,0,0
scott003,Tanner Scott,BAL,,2020,2,0,1,0,0,2,0,3,0,0,0,0,0
armss001,Shawn Armstrong,BAL,,2020,5,1,0,0,0,2,0,6,0,1,0,0,0
sulsc001,Cole Sulser,BAL,,2020,3,0,0,0,2,2,0,5,0,0,0,0,0
castm002,Miguel Castro,BAL,,2020,3,0,0,0,1,2,0,4,0,0,0,1,0
wojca001,Asher Wojciechowski,BAL,,2020,11,3,0,0,2,4,0,16,1,0,0,0,1
lakit001,Travis Lakins,BAL,,2020,1,0,0,0,0,0,0,1,0,1,0,0,0
armss001,Shawn Armstrong,BAL,,2020,2,2,2,2,0,0,1,4,0,0,0,0,0
fry-p001,Paul Fry,BAL,,2020,4,0,0,0,0,1,0,4,0,0,0,0,0
castm002,Miguel Castro,BAL,,2020,2,0,0,0,2,1,0,4,0,0,0,0,0
scott003,Tanner Scott,BAL,,2020,4,0,0,0,1,2,0,4,0,0,0,0,0
givem001,Mychal Givens,BAL,,2020,3,1,0,0,1,2,0,5,0,0,0,0,0
