player_id,name,team,date,season,ip_outs,h,r,er,bb,so,hr,bf,hbp,w,l,sv,gs
zimmb002,Bruce Zimmermann,BAL,,2022,18,5,3,2,1,6,1,21,0,1,0,0,1
bautf001,Felix Bautista,BAL,,2022,3,1,0,0,0,0,0,4,0,0,0,0,0
perec004,Cionel Perez,BAL,,2022,3,1,0,0,0,1,0,3,0,0,0,0,0
lopej004,Jorge Lopez,BAL,,2022,3,1,0,0,0,2,0,4,0,0,0,1,0
watks003,Spenser Watkins,BAL,,2022,15,3,2,2,3,3,2,21,0,0,0,0,1
bakeb001,Bryan Baker,BAL,,2022,3,2,2,2,0,1,1,5,0,1,0,0,0
tated001,Dillon Tate,BAL,,2022,3,0,0,0,1,1,0,4,0,0,0,0,0
krehj001,Joey Krehbiel,BAL,,2022,3,0,0,0,1,0,0,5,0,0,0,0,0
lopej004,Jorge Lopez,BAL,,2022,3,1,0,0,0,2,0,4,0,0,0,1,0
lakit001,Travis Lakins,BAL,,2022,9,1,1,1,1,2,1,11,0,0,0,0,0
akink001,Keegan Akin,BAL,,2022,6,2,0,0,2,0,0,8,0,0,0,0,0
baumm001,Mike Baumann,BAL,,2022,4,1,1,1,1,1,0,7,1,0,1,0,0
bautf001,Felix Bautista,BAL,,2022,4,0,0,0,1,0,0,5,0,0,0,0,0
perec004,Cionel Perez,BAL,,2022,1,2,0,0,1,0,0,4,0,0,0,0,0
zimmb002,Bruce Zimmermann,BAL,,2022,12,3,0,0,2,4,0,17,0,0,0,0,1
baumm001,Mike Baumann,BAL,,2022,7,1,0,0,1,3,0,9,0,1,0,0,0
tated001,Dillon Tate,BAL,,2022,2,1,0,0,0,0,0,3,0,0,0,0,0
perec004,Cionel Perez,BAL,,2022,3,1,0,0,0,1,0,3,0,0,0,0,0
lopej004,Jorge Lopez,BAL,,2022,3,0,0,0,1,1,0,4,0,0,0,1,0
watks003,Spenser Watkins,BAL,,2022,9,4,4,1,2,1,0,16,0,0,0,0,1
akink001,Keegan Akin,BAL,,2022,8,1,0,0,0,1,0,9,0,0,0,0,0
bautf001,Felix Bautista,BAL,,2022,2,2,1,1,0,2,0,4,0,0,1,0,0
perec004,Cionel Perez,BAL,,2022,2,1,0,0,0,0,0,2,0,0,0,0,0
bakeb001,Bryan Baker,BAL,,2022,3,1,0,0,1,0,0,4,0,0,0,0,0
krehj001,Joey Krehbiel,BAL,,2022,3,0,0,0,0,1,0,4,0,0,0,0,0
meanj001,John Means,BAL,,2022,12,2,2,2,1,2,0,15,0,0,0,0,1
krehj001,Joey Krehbiel,BAL,,2022,3,0,0,0,0,0,0,3,0,0,0,0,0
tated001,Dillon Tate,BAL,,2022,6,1,0,0,0,1,0,7,0,0,0,0,0
bautf001,Felix Bautista,BAL,,2022,3,1,0,0,1,1,0,4,0,0,0,0,0
lopej004,Jorge Lopez,BAL,,2022,2,3,2,2,1,1,0,6,0,0,1,0,0
fry-p001,Paul Fry,BAL,,2022,1,0,0,0,1,0,0,2,0,0,0,0,0
lylej001,Jordan Lyles,BAL,,2022,16,6,1,1,2,4,0,24,1,0,0,0,1
tated001,Dillon Tate,BAL,,2022,5,0,0,0,0,2,0,4,0,0,0,0,0
lopej004,Jorge Lopez,BAL,,2022,3,0,0,0,0,2,0,3,0,0,0,0,0
bakeb001,Bryan Baker,BAL,,2022,5,0,0,0,0,3,0,5,0,0,0,0,0
perec004,Cionel Perez,BAL,,2022,1,0,0,0,0,1,0,1,0,0,0,0,0
krehj001,Joey Krehbiel,BAL,,2022,3,1,0,0,0,1,0,3,0,1,0,0,0
wellt003,Tyler Wells,BAL,,2022,12,3,0,0,2,3,0,17,1,0,0,0,1
baumm001,Mike Baumann,BAL,,2022,1,0,1,1,1,0,0,2,0,0,0,0,0
lakit001,Travis Lakins,BAL,,2022,3,5,4,4,1,0,1,8,0,0,1,0,0
fry-p001,Paul Fry,BAL,,2022,5,0,0,0,1,1,0,7,0,0,0,0,0
wella001,Alex Wells,BAL,,2022,6,3,0,0,0,3,0,9,0,0,0,0,0
lopej004,Jorge Lopez,BAL,,2022,6,0,0,0,0,2,0,6,0,1,0,0,0
zimmb002,Bruce Zimmermann,BAL,,2022,15,4,0,0,2,6,0,21,0,0,0,0,1
bautf001,Felix Bautista,BAL,,2022,3,0,0,0,1,1,0,4,0,0,0,0,0
tated001,Dillon Tate,BAL,,2022,3,0,0,0,0,1,0,3,0,0,0,0,0
bradk001,Kyle Bradish,BAL,,2022,18,5,3,2,1,2,1,23,0,0,1,0,1
akink001,Keegan Akin,BAL,,2022,8,1,0,0,0,2,0,10,0,0,0,0,0
lopej004,Jorge Lopez,BAL,,2022,1,0,0,0,1,0,0,2,0,0,0,0,0
watks003,Spenser Watkins,BAL,,2022,14,5,1,1,1,3,0,20,1,0,0,0,1
bautf001,Felix Bautista,BAL,,2022,1,0,0,0,1,0,0,2,0,0,0,0,0
bakeb001,Bryan Baker,BAL,,2022,3,0,0,0,0,1,0,3,0,0,0,0,0
krehj001,Joey Krehbiel,BAL,,2022,2,1,0,0,0,1,0,3,0,0,0,0,0
perec004,Cionel Perez,BAL,,2022,2,1,0,0,0,0,0,3,0,0,0,0,0
tated001,Dillon Tate,BAL,,2022,2,0,0,0,0,0,0,2,0,0,0,0,0
lopej004,Jorge Lopez,BAL,,2022,6,0,0,0,1,1,0,7,0,1,0,0,0
lylej001,Jordan Lyles,BAL,,2022,18,7,1,1,3,6,0,28,1,1,0,0,1
lakit001,Travis Lakins,BAL,,2022,7,4,4,4,1,1,1,12,1,0,0,0,0
krehj001,Joey Krehbiel,BAL,,2022,2,0,0,0,0,0,0,2,0,0,0,0,0
wellt003,Tyler Wells,BAL,,2022,15,4,1,1,0,4,0,18,0,0,0,0,1
bakeb001,Bryan Baker,BAL,,2022,1,2,1,1,0,0,0,3,0,0,1,0,0
