pitcher_id,name,team,ip,era,fip,k,bb,hbp,hr,games_started
686701,Ryan Bergert,Kansas City Royals,76.3,3.66,3.97,73,35,1,8,15
605135,Chris Bassitt,Toronto Blue Jays,170.3,3.96,3.98,166,52,13,22,31
656222,Jalen Beeks,Arizona Diamondbacks,57.3,3.77,3.98,47,20,2,6,2
682990,Quinn Priester,Milwaukee Brewers,157.3,3.32,3.98,132,50,6,18,24
687888,Brandon Walter,Houston Astros,53.7,3.35,3.98,52,4,3,10,9
656457,Tyler Gilbert,Chicago White Sox,51.0,3.88,3.99,49,24,2,5,5
656605,Mitch Keller,Pittsburgh Pirates,176.3,4.19,3.99,150,51,10,21,32
669461,Matthew Liberatore,St. Louis Cardinals,151.7,4.21,3.99,122,40,4,19,29
592254,José De León,Criollos de Caguas,6.7,4.05,4.0,8,3,0,1,1
623211,Huascar Brazobán,Gigantes del Cibao,63.0,3.57,4.01,57,27,4,6,3
656288,Griffin Canning,New York Mets,76.3,3.77,4.01,70,35,0,8,16
666214,Joey Wentz,Atlanta Braves,98.0,5.6,4.03,92,43,1,11,13
701542,Will Warren,New York Yankees,162.3,4.44,4.03,171,65,4,22,33
676962,Ben Brown,Chicago Cubs,106.3,5.92,4.04,121,32,4,18,15
687606,Paxton Schultz,Washington Nationals,24.7,4.38,4.04,28,8,1,4,2
669620,Brady Basso,Athletics,11.7,2.31,4.05,8,9,0,0,1
622663,Luis Severino,Athletics,162.7,4.54,4.07,124,50,16,16,29
681343,Shane Smith,Chicago White Sox,146.3,3.81,4.07,145,58,12,17,29
605280,Clay Holmes,New York Mets,165.7,3.53,4.08,129,66,13,14,31
607067,Colin Rea,Chicago Cubs,159.3,3.95,4.08,127,44,6,20,27
673540,Kodai Senga,New York Mets,113.3,3.02,4.09,109,55,3,12,22
678022,Jack Perkins,Athletics,38.7,4.19,4.09,37,18,2,4,4
592866,Trevor Williams,Washington Nationals,82.7,6.21,4.1,65,21,2,11,17
663969,Tyler Phillips,Miami Marlins,77.7,2.78,4.11,52,24,2,8,1
656271,Brock Burke,Cincinnati Reds,61.7,3.36,4.12,52,18,3,8,1
669330,Tyler Wells,Baltimore Orioles,21.7,2.91,4.12,18,2,0,4,4
683004,Jack Leiter,Texas Rangers,151.7,3.86,4.12,148,67,5,18,29
608337,Lucas Giolito,Boston Red Sox,145.0,3.41,4.14,121,56,1,17,26
700249,Cade Povich,Baltimore Orioles,112.3,5.21,4.14,118,43,1,17,20
702070,Noah Cameron,Kansas City Royals,138.3,2.99,4.14,114,43,3,18,24
607536,Kyle Freeland,Colorado Rockies,162.7,4.98,4.15,124,38,6,22,31
682847,Luis Ortiz,Cleveland Guardians,88.7,4.36,4.15,96,42,1,12,16
671212,Joe Boyle,Tampa Bay Rays,52.0,4.67,4.16,58,28,3,6,9
678394,Brayan Bello,Boston Red Sox,166.7,3.35,4.16,124,59,13,16,28
701487,Pierson Ohl,Colorado Rockies,30.0,5.1,4.17,27,7,0,5,3
694297,Brandon Pfaadt,Arizona Diamondbacks,176.7,5.25,4.18,147,37,12,26,33
579328,Yusei Kikuchi,Los Angeles Angels,178.3,3.99,4.2,174,74,3,24,33
647336,Michael Soroka,Arizona Diamondbacks,89.7,4.52,4.2,95,29,15,12,17
695418,Brad Lord,Washington Nationals,130.7,4.34,4.2,108,43,3,17,19
527048,Martín Pérez,Gwinnett Stripers,56.0,3.54,4.21,44,22,2,6,10
663941,Tristan Beck,San Francisco Giants,56.7,4.61,4.21,41,16,2,7,1
665871,Javier Assad,Chicago Cubs,37.0,3.65,4.21,23,12,4,3,7
571578,Patrick Corbin,Texas Rangers,155.3,4.4,4.22,131,51,3,21,30
669199,Lake Bachar,Miami Marlins,71.0,3.93,4.22,75,30,3,10,1
682052,Jacob Lopez,Athletics,92.7,4.08,4.23,113,37,8,15,17
669854,Ronel Blanco,Houston Astros,48.3,4.1,4.24,48,20,0,7,9
700241,Michael McGreevy,St. Louis Cardinals,95.7,4.42,4.24,58,20,3,12,16
645261,Sandy Alcantara,Miami Marlins,174.7,5.36,4.25,142,57,9,22,31
804636,Jonah Tong,New York Mets,18.7,7.71,4.28,22,9,0,3,5
678024,Mike Vasil,Chicago White Sox,101.0,2.5,4.29,82,52,8,8,3
607259,Nick Martinez,Cincinnati Reds,165.7,4.45,4.3,116,42,6,22,26
676440,Tanner Bibee,Cleveland Guardians,182.3,4.24,4.3,162,54,10,27,31
663855,Jordan Hicks,Chicago White Sox,67.3,6.95,4.32,58,32,8,6,9
671737,Taj Bradley,Minnesota Twins,142.7,5.05,4.32,127,56,4,19,27
686752,Ryan Pepiot,Tampa Bay Rays,167.7,3.86,4.33,167,61,6,26,31
669358,Shane Baz,Baltimore Orioles,166.3,4.87,4.34,176,64,9,26,31
671106,Logan Allen,Cleveland Guardians,156.7,4.25,4.34,122,62,6,18,29
641656,Ian Hamilton,Atlanta Braves,40.0,4.28,4.35,42,22,1,5,1
668984,Casey Legumina,Seattle Mariners,49.7,5.62,4.35,55,25,2,7,1
621112,Paul Blackburn,New York Yankees,39.0,6.23,4.36,34,12,1,6,4
