date,home,away,home_score,away_score,home_elo,away_elo,home_fip_adj,away_fip_adj,home_bp_adj,away_bp_adj,travel_penalty,home_win_prob,home_won,log_loss,brier
2025-04-12,HOU,LAA,1,4,1574.0,1434.1,0,0,0,0,0,0.7035,0,1.2156,0.4949
2025-04-12,AZ,MIL,5,4,1590.9,1588.6,0,0,0,0,0,0.5653,1,0.5703,0.1889
2025-04-12,SD,COL,2,0,1675.8,1401.1,0,0,0,0,0,0.7957,1,0.2285,0.0417
2025-04-12,LAD,CHC,0,16,1699.0,1627.2,0,0,0,0,0,0.6398,0,1.021,0.4093
2025-04-12,SEA,TEX,9,2,1567.3,1527.0,0,0,0,0,0,0.6071,1,0.4991,0.1544
2025-04-13,BAL,TOR,6,7,1541.2,1495.6,0,0,0,0,0,0.6127,0,0.9485,0.3754
2025-04-13,NYY,SF,4,5,1589.5,1636.8,0,0,0,0,0,0.5088,0,0.7109,0.2589
2025-04-13,CLE,KC,2,4,1555.8,1492.8,0,0,0,0,0,0.6309,0,0.9967,0.398
2025-04-13,CIN,PIT,4,0,1531.5,1446.9,0,0,0,0,0,0.6526,1,0.4268,0.1207
2025-04-13,TB,ATL,8,3,1505.0,1590.6,0,0,0,0,0,0.4649,1,0.766,0.2864
2025-04-13,MIA,WSH,11,4,1504.5,1497.4,0,0,0,0,0,0.5707,1,0.5608,0.1843
2025-04-13,HOU,LAA,7,3,1554.4,1453.8,0,0,0,0,0,0.668,1,0.4034,0.1102
2025-04-13,MIN,DET,5,1,1409.6,1635.1,0,0,0,0,0,0.3181,1,1.1454,0.465
2025-04-13,CWS,BOS,1,3,1377.0,1480.4,0,0,0,0,0,0.4446,0,0.5881,0.1977
2025-04-13,STL,PHI,7,0,1525.2,1606.6,0,0,0,0,0,0.4697,1,0.7556,0.2812
2025-04-13,ATH,NYM,0,8,1466.1,1625.9,0,0,0,0,0,0.3829,0,0.4827,0.1466
2025-04-13,SD,COL,6,0,1678.3,1398.5,0,0,0,0,0,0.7984,1,0.2252,0.0407
2025-04-13,SEA,TEX,3,1,1582.3,1512.0,0,0,0,0,0,0.6382,1,0.449,0.1309
2025-04-13,AZ,MIL,5,2,1596.7,1582.8,0,0,0,0,0,0.5783,1,0.5477,0.1779
2025-04-13,LAD,CHC,2,4,1661.9,1664.2,0,0,0,0,0,0.5602,0,0.8214,0.3138
2025-04-14,PIT,WSH,10,3,1437.3,1480.4,0,0,0,0,0,0.5137,1,0.6661,0.2365
2025-04-14,PHI,SF,4,10,1585.0,1643.8,0,0,0,0,0,0.4957,0,0.6845,0.2457
2025-04-14,TB,BOS,16,1,1523.8,1489.5,0,0,0,0,0,0.6006,1,0.5098,0.1595
2025-04-14,NYY,KC,4,1,1582.5,1506.9,0,0,0,0,0,0.6437,1,0.4406,0.127
2025-04-14,TOR,ATL,4,8,1504.3,1571.8,0,0,0,0,0,0.4856,0,0.6647,0.2358
2025-04-14,MIN,NYM,1,5,1430.8,1640.4,0,0,0,0,0,0.333,0,0.4049,0.1109
2025-04-14,MIL,DET,1,9,1571.7,1613.8,0,0,0,0,0,0.5149,0,0.7233,0.2651
2025-04-14,STL,HOU,8,3,1546.8,1563.3,0,0,0,0,0,0.5442,1,0.6085,0.2078
2025-04-14,SD,CHC,10,4,1682.7,1676.9,0,0,0,0,0,0.5694,1,0.5632,0.1855
2025-04-14,LAD,COL,5,3,1649.3,1394.1,0,0,0,0,0,0.7851,1,0.2419,0.0462
