date,gamePk,status,homeTeam,awayTeam,homeScore,awayScore,venueName,homeStartingPitcherId,homeStartingPitcherName,awayStartingPitcherId,awayStartingPitcherName
2023-05-13,718184,Final,AZ,SF,7,2,Chase Field,,Zac Gallen,,Anthony DeSclafani
2023-05-13,718188,Final,COL,PHI,4,7,Coors Field,,Ryan Feltner,,Ranger Suárez
2023-05-14,718182,Final,CLE,LAA,4,3,Progressive Field,,Tanner Bibee,,Patrick Sandoval
2023-05-14,718203,Final,WSH,NYM,3,2,Nationals Park,,Trevor Williams,,Stephen Nogosek
2023-05-14,718179,Final,BAL,PIT,0,4,Oriole Park at Camden Yards,,Kyle Gibson,,Mitch Keller
2023-05-14,718180,Final,NYY,TB,7,8,Yankee Stadium,,Clarke Schmidt,,Zach Eflin
2023-05-14,718181,Final,TOR,ATL,6,5,Rogers Centre,,Yusei Kikuchi,,Collin McHugh
2023-05-14,718173,Final,DET,SEA,5,3,Comerica Park,,Joey Wentz,,Logan Gilbert
2023-05-14,718178,Final,MIA,CIN,3,1,loanDepot park,,Braxton Garrett,,Luke Weaver
2023-05-14,718175,Final,MIN,CHC,16,3,Target Field,,Louis Varland,,Marcus Stroman
2023-05-14,718176,Final,CWS,HOU,3,4,Guaranteed Rate Field,,Lucas Giolito,,Hunter Brown
2023-05-14,718177,Final,MIL,KC,9,6,American Family Field,,Colin Rea,,Jordan Lyles
2023-05-14,718174,Final,COL,PHI,4,0,Coors Field,,Kyle Freeland,,Aaron Nola
2023-05-14,718172,Final,ATH,TEX,3,11,Oakland Coliseum,,JP Sears,,Andrew Heaney
2023-05-14,718168,Final,LAD,SD,4,0,Dodger Stadium,,Tony Gonsolin,,Ryan Weathers
2023-05-14,718169,Final,AZ,SF,2,1,Chase Field,,Brandon Pfaadt,,Logan Webb
2023-05-14,718186,Final,WSH,NYM,2,8,Nationals Park,,Jake Irvin,,Max Scherzer
2023-05-14,718187,Final,BOS,STL,1,9,Fenway Park,,Corey Kluber,,Miles Mikolas
2023-05-15,718167,Final,WSH,NYM,10,3,Nationals Park,,Patrick Corbin,,David Peterson
2023-05-15,718171,Final,BAL,LAA,5,9,Oriole Park at Camden Yards,,Grayson Rodriguez,,Shohei Ohtani
2023-05-15,718164,Final,TOR,NYY,4,7,Rogers Centre,,Alek Manoah,,Jimmy Cordero
2023-05-15,718163,Final,BOS,SEA,1,10,Fenway Park,,Tanner Houck,,George Kirby
2023-05-15,718166,Final,STL,MIL,18,1,Busch Stadium,,Jack Flaherty,,Freddy Peralta
2023-05-15,718165,Final,TEX,ATL,0,12,Globe Life Field,,Cody Bradford,,Charlie Morton
2023-05-15,718158,Final,HOU,CHC,6,4,Minute Maid Park,,Framber Valdez,,Jameson Taillon
2023-05-15,718161,Final,COL,CIN,9,8,Coors Field,,Connor Seabold,,Hunter Greene
2023-05-15,718160,Final,ATH,AZ,2,5,Oakland Coliseum,,Drew Rucinski,,Merrill Kelly
2023-05-15,718162,Final,SD,KC,4,0,Petco Park,,Michael Wacha,,Brad Keller
2023-05-15,718170,Final,SF,PHI,6,3,Oracle Park,,Alex Wood,,Connor Brogdon
2023-05-15,718159,Final,LAD,MIN,9,8,Dodger Stadium,,Noah Syndergaard,,Pablo López
2023-05-16,718154,Final,BAL,LAA,7,3,Oriole Park at Camden Yards,,Dean Kremer,,Chase Silseth
2023-05-16,718155,Final,DET,PIT,4,0,Comerica Park,,Michael Lorenzen,,Luis Ortiz
2023-05-16,718153,Final,MIA,WSH,5,4,loanDepot park,,Jesús Luzardo,,Josiah Gray
2023-05-16,718157,Final,TOR,NYY,3,6,Rogers Centre,,Kevin Gausman,,Domingo Germán
2023-05-16,718149,Final,BOS,SEA,9,4,Fenway Park,,Nick Pivetta,,Luis Castillo
2023-05-16,718150,Final,NYM,TB,5,8,Citi Field,,Justin Verlander,,Jalen Beeks
2023-05-16,718151,Final,STL,MIL,2,3,Busch Stadium,,Jordan Montgomery,,Wade Miley
2023-05-16,718148,Final,TEX,ATL,7,4,Globe Life Field,,Dane Dunning,,Jared Shuster
2023-05-16,718152,Final,HOU,CHC,7,3,Minute Maid Park,,Cristian Javier,,Justin Steele
2023-05-16,718147,Final,CWS,CLE,8,3,Guaranteed Rate Field,,Lance Lynn,,Shane Bieber
2023-05-16,718145,Final,COL,CIN,1,3,Coors Field,,Chase Anderson,,Brandon Williamson
2023-05-16,718146,Final,ATH,AZ,9,8,Oakland Coliseum,,Kyle Muller,,Tommy Henry
2023-05-16,718144,Final,SD,KC,4,5,Petco Park,,Seth Lugo,,Brady Singer
2023-05-16,718156,Final,SF,PHI,4,3,Oracle Park,,Alex Cobb,,Zack Wheeler
2023-05-16,718141,Final,LAD,MIN,1,5,Dodger Stadium,,Clayton Kershaw,,Bailey Ober
2023-05-17,718142,Final,DET,PIT,0,8,Comerica Park,,Eduardo Rodriguez,,Rich Hill
2023-05-17,718138,Final,COL,CIN,11,6,Coors Field,,Austin Gomber,,Graham Ashcraft
2023-05-17,718136,Final,LAD,MIN,7,3,Dodger Stadium,,Dustin May,,Sonny Gray
2023-05-17,718139,Final,ATH,AZ,3,5,Oakland Coliseum,,Luis Medina,,Ryne Nelson
2023-05-17,718143,Final,SF,PHI,7,4,Oracle Park,,Ross Stripling,,Taijuan Walker
2023-05-17,718140,Final,SD,KC,3,4,Petco Park,,Yu Darvish,,Carlos Hernández
2023-05-17,718137,Final,BAL,LAA,3,1,Oriole Park at Camden Yards,,Kyle Bradish,,Griffin Canning
2023-05-17,718132,Final,MIA,WSH,4,3,loanDepot park,,Edward Cabrera,,MacKenzie Gore
2023-05-17,718134,Final,TOR,NYY,3,0,Rogers Centre,,Chris Bassitt,,Gerrit Cole
2023-05-17,718133,Final,BOS,SEA,12,3,Fenway Park,,Brayan Bello,,Marco Gonzales
2023-05-17,718135,Final,NYM,TB,8,7,Citi Field,,Kodai Senga,,Josh Fleming
2023-05-17,718131,Final,STL,MIL,3,0,Busch Stadium,,Matthew Liberatore,,Corbin Burnes
2023-05-17,718126,Final,TEX,ATL,5,6,Globe Life Field,,Nathan Eovaldi,,Spencer Strider
2023-05-17,718127,Final,HOU,CHC,7,6,Minute Maid Park,,J.P. France,,Drew Smyly
2023-05-17,718129,Final,CWS,CLE,7,2,Guaranteed Rate Field,,Mike Clevinger,,Peyton Battenfield
2023-05-18,718128,Final,BAL,LAA,5,6,Oriole Park at Camden Yards,,Tyler Wells,,Tyler Anderson
2023-05-18,718122,Final,NYM,TB,3,2,Citi Field,,Tylor Megill,,Taj Bradley
2023-05-18,718130,Final,MIA,WSH,5,3,loanDepot park,,Eury Pérez,,Trevor Williams
2023-05-18,718125,Final,CWS,CLE,1,3,Guaranteed Rate Field,,Dylan Cease,,Logan Allen
2023-05-18,718121,Final,TOR,NYY,2,4,Rogers Centre,,José Berríos,,Nestor Cortes
2023-05-18,718124,Final,STL,LAD,16,8,Busch Stadium,,Adam Wainwright,,Julio Urías
2023-05-19,718118,Final,PIT,AZ,13,3,PNC Park,,Johan Oviedo,,Zac Gallen
2023-05-19,718120,Final,CIN,NYY,2,6,Great American Ball Park,,Ben Lively,,Clarke Schmidt
2023-05-19,718117,Final,TB,MIL,1,0,Tropicana Field,,Shane McClanahan,,Adrian Houser
2023-05-19,718123,Final,WSH,DET,6,8,Nationals Park,,Jake Irvin,,Matthew Boyd
2023-05-19,718116,Final,PHI,CHC,1,10,Citizens Bank Park,,Ranger Suárez,,Marcus Stroman
2023-05-19,718115,Final,TOR,BAL,2,6,Rogers Centre,,Yusei Kikuchi,,Kyle Gibson
2023-05-19,718119,Final,NYM,CLE,10,9,Citi Field,,Carlos Carrasco,,Cal Quantrill
2023-05-19,718110,Final,ATL,SEA,6,2,Truist Park,,Bryce Elder,,Bryce Miller
2023-05-19,718114,Final,TEX,COL,7,2,Globe Life Field,,Martín Pérez,,Karl Kauffmann
2023-05-19,718112,Final,HOU,ATH,5,1,Minute Maid Park,,Brandon Bielak,,Ken Waldichuk
2023-05-19,718111,Final,CWS,KC,2,0,Guaranteed Rate Field,,Michael Kopech,,Zack Greinke
2023-05-19,718113,Final,STL,LAD,0,5,Busch Stadium,,Steven Matz,,Tony Gonsolin
2023-05-19,718106,Final,LAA,MIN,5,4,Angel Stadium,,Reid Detmers,,Joe Ryan
2023-05-19,718107,Final,SD,BOS,1,6,Petco Park,,Blake Snell,,James Paxton
2023-05-19,718105,Final,SF,MIA,4,3,Oracle Park,,Anthony DeSclafani,,Sandy Alcantara
2023-05-20,718104,Final,CWS,KC,5,1,Guaranteed Rate Field,,Lucas Giolito,,Jordan Lyles
2023-05-20,718102,Final,TOR,BAL,5,6,Rogers Centre,,Alek Manoah,,Grayson Rodriguez
2023-05-20,718108,Final,WSH,DET,5,2,Nationals Park,,Patrick Corbin,,Alex Faedo
2023-05-20,718101,Final,PIT,AZ,3,4,PNC Park,,Mitch Keller,,Brandon Pfaadt
2023-05-20,718100,Final,TEX,COL,11,5,Globe Life Field,,Jon Gray,,Kyle Freeland
2023-05-20,718097,Final,PHI,CHC,12,3,Citizens Bank Park,,Aaron Nola,,Jameson Taillon
2023-05-20,718103,Final,SF,MIA,0,1,Oracle Park,,Logan Webb,,Braxton Garrett
2023-05-20,718098,Final,HOU,ATH,3,2,Minute Maid Park,,Hunter Brown,,JP Sears
2023-05-20,718095,Final,CIN,NYY,4,7,Great American Ball Park,,Luke Weaver,,Jhony Brito
2023-05-20,718093,Final,TB,MIL,8,4,Tropicana Field,,Zach Eflin,,Eric Lauer
2023-05-20,718109,Final,STL,LAD,6,5,Busch Stadium,,Miles Mikolas,,Noah Syndergaard
2023-05-20,718094,Final,ATL,SEA,3,7,Truist Park,,Jesse Chavez,,Logan Gilbert
2023-05-20,718096,Final,LAA,MIN,2,6,Angel Stadium,,Patrick Sandoval,,Louis Varland
2023-05-20,718092,Final,SD,BOS,2,4,Petco Park,,Joe Musgrove,,Chris Sale
2023-05-21,718085,Final,CIN,NYY,1,4,Great American Ball Park,,Hunter Greene,,Luis Severino
2023-05-21,718089,Final,WSH,DET,6,4,Nationals Park,,Josiah Gray,,Joey Wentz
2023-05-21,718091,Final,PIT,AZ,3,8,PNC Park,,Roansy Contreras,,Merrill Kelly
2023-05-21,718088,Final,PHI,CHC,2,1,Citizens Bank Park,,Taijuan Walker,,Justin Steele
2023-05-21,718090,Final,ATL,SEA,3,2,Truist Park,,Jared Shuster,,George Kirby
2023-05-21,718087,Final,TOR,BAL,3,8,Rogers Centre,,Kevin Gausman,,Dean Kremer
2023-05-21,718099,Final,NYM,CLE,5,4,Citi Field,,Max Scherzer,,Tanner Bibee
2023-05-21,718082,Final,NYM,CLE,2,1,Citi Field,,Justin Verlander,,Shane Bieber
2023-05-21,718081,Final,TB,MIL,4,6,Tropicana Field,,Jalen Beeks,,Freddy Peralta
2023-05-21,718086,Final,HOU,ATH,2,0,Minute Maid Park,,Framber Valdez,,James Kaprielian
2023-05-21,718084,Final,CWS,KC,5,2,Guaranteed Rate Field,,Lance Lynn,,Carlos Hernández
2023-05-21,718083,Final,STL,LAD,10,5,Busch Stadium,,Jack Flaherty,,Clayton Kershaw
2023-05-21,718076,Final,TEX,COL,13,3,Globe Life Field,,Andrew Heaney,,Connor Seabold
2023-05-21,718078,Final,SF,MIA,7,5,Oracle Park,,Alex Wood,,Jesús Luzardo
2023-05-21,718080,Final,LAA,MIN,4,2,Angel Stadium,,Shohei Ohtani,,Pablo López
2023-05-21,718079,Final,SD,BOS,7,0,Petco Park,,Michael Wacha,,Corey Kluber
2023-05-22,718072,Final,CLE,CWS,3,0,Progressive Field,,Hunter Gaddis,,Jimmy Lambert
2023-05-22,718075,Final,PIT,TEX,6,4,PNC Park,,Luis Ortiz,,Dane Dunning
2023-05-22,718071,Final,CIN,STL,6,5,Great American Ball Park,,Brandon Williamson,,Jordan Montgomery
2023-05-22,718077,Final,TB,TOR,6,4,Tropicana Field,,Trevor Kelley,,Chris Bassitt
2023-05-22,718073,Final,PHI,AZ,3,6,Citizens Bank Park,,Zack Wheeler,,Tommy Henry
2023-05-22,718074,Final,ATL,LAD,6,8,Truist Park,,Charlie Morton,,Gavin Stone
2023-05-22,718066,Final,KC,DET,5,8,Kauffman Stadium,,Brady Singer,,Michael Lorenzen
2023-05-22,718067,Final,MIN,SF,1,4,Target Field,,Bailey Ober,,John Brebbia
2023-05-22,718068,Final,MIL,HOU,2,12,American Family Field,,Corbin Burnes,,Cristian Javier
2023-05-22,718069,Final,COL,MIA,5,3,Coors Field,,Chase Anderson,,Edward Cabrera
2023-05-22,718070,Final,LAA,BOS,2,1,Angel Stadium,,Jaime Barria,,Tanner Houck
2023-05-22,718062,Final,SEA,ATH,11,2,T-Mobile Park,,Luis Castillo,,Kyle Muller
2023-05-23,718063,Final,CLE,CWS,2,4,Progressive Field,,Logan Allen,,Dylan Cease
2023-05-23,718065,Final,PIT,TEX,1,6,PNC Park,,Rich Hill,,Nathan Eovaldi
2023-05-23,718059,Final,CIN,STL,5,8,Great American Ball Park,,Graham Ashcraft,,Adam Wainwright
2023-05-23,718061,Final,TB,TOR,1,20,Tropicana Field,,Taj Bradley,,José Berríos
2023-05-23,718060,Final,PHI,AZ,3,4,Citizens Bank Park,,Matt Strahm,,Ryne Nelson
2023-05-23,718064,Final,WSH,SD,4,7,Nationals Park,,MacKenzie Gore,,Yu Darvish
2023-05-23,718058,Final,NYY,BAL,6,5,Yankee Stadium,,Gerrit Cole,,Kyle Bradish
2023-05-23,718057,Final,ATL,LAD,1,8,Truist Park,,Spencer Strider,,Bobby Miller
2023-05-23,718049,Final,KC,DET,4,1,Kauffman Stadium,,Mike Mayers,,Eduardo Rodriguez
2023-05-23,718055,Final,CHC,NYM,7,2,Wrigley Field,,Drew Smyly,,Tylor Megill
2023-05-23,718054,Final,MIN,SF,3,4,Target Field,,Sonny Gray,,Alex Cobb
2023-05-23,718056,Final,MIL,HOU,6,0,American Family Field,,Colin Rea,,J.P. France
2023-05-23,718051,Final,COL,MIA,5,4,Coors Field,,Austin Gomber,,Eury Pérez
2023-05-23,718053,Final,LAA,BOS,4,0,Angel Stadium,,Griffin Canning,,Brayan Bello
2023-05-23,718050,Final,SEA,ATH,3,2,T-Mobile Park,,Marco Gonzales,,Luis Medina
2023-05-24,718045,Final,PIT,TEX,2,3,PNC Park,,Johan Oviedo,,Martín Pérez
2023-05-24,718043,Final,PHI,AZ,6,5,Citizens Bank Park,,Ranger Suárez,,Zac Gallen
2023-05-24,718047,Final,MIN,SF,7,1,Target Field,,Joe Ryan,,Anthony DeSclafani
2023-05-24,718048,Final,CLE,CWS,0,6,Progressive Field,,Cal Quantrill,,Michael Kopech
2023-05-24,718046,Final,MIL,HOU,4,0,American Family Field,,Adrian Houser,,Brandon Bielak
2023-05-24,718041,Final,CIN,STL,10,3,Great American Ball Park,,Ben Lively,,Steven Matz
2023-05-24,718044,Final,TB,TOR,7,3,Tropicana Field,,Shane McClanahan,,Yusei Kikuchi
2023-05-24,718052,Final,WSH,SD,5,3,Nationals Park,,Trevor Williams,,Ryan Weathers
2023-05-24,718040,Final,NYY,BAL,6,9,Yankee Stadium,,Nestor Cortes,,Tyler Wells
2023-05-24,718042,Final,ATL,LAD,4,3,Truist Park,,Bryce Elder,,Tony Gonsolin
2023-05-24,718039,Final,KC,DET,4,6,Kauffman Stadium,,Zack Greinke,,Matthew Boyd
2023-05-24,718038,Final,CHC,NYM,4,2,Wrigley Field,,Marcus Stroman,,Kodai Senga
2023-05-24,718036,Final,COL,MIA,2,10,Coors Field,,Karl Kauffmann,,Sandy Alcantara
2023-05-24,718034,Final,LAA,BOS,7,3,Angel Stadium,,Tyler Anderson,,James Paxton
2023-05-24,718037,Final,SEA,ATH,6,1,T-Mobile Park,,Bryce Miller,,Ken Waldichuk
2023-05-25,718030,Final,CIN,STL,1,2,Great American Ball Park,,Luke Weaver,,Miles Mikolas
2023-05-25,718032,Final,TB,TOR,6,3,Tropicana Field,,Zach Eflin,,Alek Manoah
2023-05-25,718033,Final,COL,MIA,7,6,Coors Field,,Kyle Freeland,,Braxton Garrett
2023-05-25,718035,Final,WSH,SD,6,8,Nationals Park,,Jake Irvin,,Blake Snell
2023-05-25,718031,Final,DET,CWS,7,2,Comerica Park,,Alex Faedo,,Lucas Giolito
2023-05-25,718029,Final,NYY,BAL,1,3,Yankee Stadium,,Clarke Schmidt,,Kyle Gibson
2023-05-25,718026,Final,ATL,PHI,8,5,Truist Park,,Dylan Dodd,,Aaron Nola
2023-05-25,718024,Final,CHC,NYM,1,10,Wrigley Field,,Kyle Hendricks,,Carlos Carrasco
2023-05-25,718028,Final,MIL,SF,0,5,American Family Field,,Julio Teheran,,Scott Alexander
2023-05-25,718025,Final,SEA,ATH,3,2,T-Mobile Park,,Logan Gilbert,,JP Sears
2023-05-26,718027,Final,CHC,CIN,0,9,Wrigley Field,,Justin Steele,,Hunter Greene
2023-05-26,718018,Final,TB,LAD,9,3,Tropicana Field,,Jalen Beeks,,Noah Syndergaard
2023-05-26,718021,Final,DET,CWS,3,12,Comerica Park,,Joey Wentz,,Lance Lynn
2023-05-26,718020,Final,BAL,TEX,2,12,Oriole Park at Camden Yards,,Grayson Rodriguez,,Jon Gray
2023-05-26,718023,Final,NYY,SD,1,5,Yankee Stadium,,Randy Vásquez,,Joe Musgrove
2023-05-26,718022,Final,CLE,STL,4,3,Progressive Field,,Shane Bieber,,Matthew Liberatore
2023-05-26,718019,Final,ATL,PHI,4,6,Truist Park,,Jared Shuster,,Taijuan Walker
2023-05-26,718014,Final,KC,WSH,10,12,Kauffman Stadium,,Jordan Lyles,,Patrick Corbin
2023-05-26,718013,Final,MIN,TOR,1,3,Target Field,,Louis Varland,,Kevin Gausman
2023-05-26,718017,Final,MIL,SF,1,15,American Family Field,,Freddy Peralta,,Alex Wood
2023-05-26,718016,Final,COL,NYM,2,5,Coors Field,,Connor Seabold,,Max Scherzer
2023-05-26,718015,Final,LAA,MIA,2,6,Angel Stadium,,Reid Detmers,,Jesús Luzardo
2023-05-26,718010,Final,AZ,BOS,2,7,Chase Field,,Brandon Pfaadt,,Chris Sale
2023-05-26,718009,Final,ATH,HOU,2,5,Oakland Coliseum,,James Kaprielian,,Hunter Brown
2023-05-26,718012,Final,SEA,PIT,6,11,T-Mobile Park,,George Kirby,,Mitch Keller
2023-05-27,718006,Final,NYY,SD,3,2,Yankee Stadium,,Luis Severino,,Michael Wacha
2023-05-27,718005,Final,DET,CWS,7,3,Comerica Park,,Michael Lorenzen,,Jesse Scholtens
2023-05-27,718008,Final,MIN,TOR,9,7,Target Field,,Pablo López,,Chris Bassitt
2023-05-27,718001,Final,BAL,TEX,3,5,Oriole Park at Camden Yards,,Dean Kremer,,Andrew Heaney
2023-05-27,718003,Final,ATH,HOU,3,6,Oakland Coliseum,,Austin Pruitt,,Framber Valdez
2023-05-27,718000,Final,KC,WSH,2,4,Kauffman Stadium,,Brady Singer,,Josiah Gray
2023-05-27,718004,Final,SEA,PIT,5,0,T-Mobile Park,,Luis Castillo,,Vince Velasquez
2023-05-27,718002,Final,TB,LAD,5,6,Tropicana Field,,Tyler Glasnow,,Clayton Kershaw
2023-05-27,717997,Final,ATL,PHI,1,2,Truist Park,,Charlie Morton,,Zack Wheeler
2023-05-27,717999,Final,MIL,SF,1,3,American Family Field,,Corbin Burnes,,Logan Webb
2023-05-27,717991,Final,AZ,BOS,1,2,Chase Field,,Zach Davies,,Garrett Whitlock
2023-05-27,718007,Final,CHC,CIN,5,8,Wrigley Field,,Jameson Taillon,,Brandon Williamson
2023-05-27,717996,Final,CLE,STL,1,2,Progressive Field,,Tanner Bibee,,Jack Flaherty
2023-05-27,718011,Final,COL,NYM,10,7,Coors Field,,Chase Anderson,,Justin Verlander
2023-05-27,717998,Final,LAA,MIA,5,8,Angel Stadium,,Shohei Ohtani,,Edward Cabrera
2023-05-28,717994,Final,TB,LAD,11,10,Tropicana Field,,Josh Fleming,,Gavin Stone
2023-05-28,717990,Final,BAL,TEX,3,2,Oriole Park at Camden Yards,,Kyle Bradish,,Cody Bradford
2023-05-28,717995,Final,NYY,SD,10,7,Yankee Stadium,,Gerrit Cole,,Yu Darvish
2023-05-28,717993,Final,CLE,STL,4,3,Progressive Field,,Hunter Gaddis,,Jordan Montgomery
2023-05-28,717989,Final,DET,CWS,6,5,Comerica Park,,Eduardo Rodriguez,,Dylan Cease
2023-05-28,717985,Final,KC,WSH,3,2,Kauffman Stadium,,Daniel Lynch IV,,MacKenzie Gore
2023-05-28,717988,Final,MIN,TOR,0,3,Target Field,,Bailey Ober,,José Berríos
2023-05-28,717986,Final,MIL,SF,7,5,American Family Field,,Colin Rea,,Alex Cobb
2023-05-28,717987,Final,CHC,CIN,5,8,Wrigley Field,,Drew Smyly,,Graham Ashcraft
2023-05-28,717982,Final,COL,NYM,11,10,Coors Field,,Austin Gomber,,Tylor Megill
2023-05-28,717980,Final,ATH,HOU,1,10,Oakland Coliseum,,Ken Waldichuk,,Cristian Javier
2023-05-28,717984,Final,LAA,MIA,0,2,Angel Stadium,,Patrick Sandoval,,Eury Pérez
2023-05-28,717981,Final,AZ,BOS,4,2,Chase Field,,Merrill Kelly,,Tanner Houck
2023-05-28,717983,Final,SEA,PIT,6,3,T-Mobile Park,,Marco Gonzales,,Luis Ortiz
2023-05-28,717992,Final,ATL,PHI,11,4,Truist Park,,Spencer Strider,,Dylan Covey
2023-05-29,717974,Final,BAL,CLE,0,5,Oriole Park at Camden Yards,,Tyler Wells,,Logan Allen
2023-05-29,717979,Final,DET,TEX,0,5,Comerica Park,,Matthew Boyd,,Nathan Eovaldi
2023-05-29,717975,Final,STL,KC,0,7,Busch Stadium,,Adam Wainwright,,Josh Staumont
2023-05-29,717976,Final,CHC,TB,1,0,Wrigley Field,,Marcus Stroman,,Taj Bradley
2023-05-29,717977,Final,AZ,COL,7,5,Chase Field,,Ryne Nelson,,Karl Kauffmann
2023-05-29,717968,Final,HOU,MIN,5,7,Minute Maid Park,,J.P. France,,Sonny Gray
2023-05-29,717978,Final,SF,PIT,14,4,Oracle Park,,Anthony DeSclafani,,Rich Hill
2023-05-29,717970,Final,ATH,ATL,7,2,Oakland Coliseum,,Paul Blackburn,,Michael Soroka
2023-05-29,717971,Final,CWS,LAA,4,6,Guaranteed Rate Field,,Michael Kopech,,Griffin Canning
2023-05-29,717973,Final,LAD,WSH,6,1,Dodger Stadium,,Bobby Miller,,Trevor Williams
2023-05-29,717969,Final,SEA,NYY,4,10,T-Mobile Park,,Bryce Miller,,Domingo Germán
2023-05-30,717964,Final,DET,TEX,6,10,Comerica Park,,Alex Faedo,,Martín Pérez
2023-05-30,717963,Final,MIA,SD,4,9,loanDepot park,,Sandy Alcantara,,Ryan Weathers
2023-05-30,717967,Final,BAL,CLE,8,5,Oriole Park at Camden Yards,,Kyle Gibson,,Cal Quantrill
2023-05-30,717965,Final,TOR,MIL,7,2,Rogers Centre,,Yusei Kikuchi,,Adrian Houser
2023-05-30,717966,Final,BOS,CIN,8,9,Fenway Park,,Brayan Bello,,Ben Lively
2023-05-30,717962,Final,NYM,PHI,2,0,Citi Field,,Kodai Senga,,Ranger Suárez
2023-05-30,717960,Final,STL,KC,2,1,Busch Stadium,,Miles Mikolas,,Zack Greinke
2023-05-30,717961,Final,CHC,TB,2,1,Wrigley Field,,Kyle Hendricks,,Shane McClanahan
2023-05-30,717956,Final,HOU,MIN,5,1,Minute Maid Park,,Brandon Bielak,,Joe Ryan
2023-05-30,717959,Final,CWS,LAA,7,3,Guaranteed Rate Field,,Lucas Giolito,,Tyler Anderson
2023-05-30,717955,Final,AZ,COL,5,1,Chase Field,,Zac Gallen,,Kyle Freeland
2023-05-30,717958,Final,ATH,ATL,2,1,Oakland Coliseum,,JP Sears,,Bryce Elder
2023-05-30,717952,Final,SEA,NYY,2,10,T-Mobile Park,,Logan Gilbert,,Nestor Cortes
2023-05-30,717972,Final,SF,PIT,1,2,Oracle Park,,John Brebbia,,Johan Oviedo
2023-05-30,717957,Final,LAD,WSH,9,3,Dodger Stadium,,Tony Gonsolin,,Jake Irvin
2023-05-31,717951,Final,DET,TEX,3,2,Comerica Park,,Joey Wentz,,Dane Dunning
2023-05-31,717943,Final,CWS,LAA,5,12,Guaranteed Rate Field,,Lance Lynn,,Jaime Barria
2023-05-31,717950,Final,CHC,TB,3,4,Wrigley Field,,Justin Steele,,Zach Eflin
2023-05-31,717946,Final,BAL,CLE,8,12,Oriole Park at Camden Yards,,Keegan Akin,,Shane Bieber
2023-05-31,717949,Final,ATH,ATL,2,4,Oakland Coliseum,,James Kaprielian,,Jared Shuster
2023-05-31,717953,Final,SF,PIT,4,9,Oracle Park,,Alex Wood,,Mitch Keller
2023-05-31,717954,Final,LAD,WSH,6,10,Dodger Stadium,,Noah Syndergaard,,Patrick Corbin
2023-05-31,717945,Final,MIA,SD,2,1,loanDepot park,,Braxton Garrett,,Blake Snell
2023-05-31,717947,Final,TOR,MIL,2,4,Rogers Centre,,Alek Manoah,,Julio Teheran
2023-05-31,717948,Final,BOS,CIN,4,5,Fenway Park,,James Paxton,,Luke Weaver
2023-05-31,717944,Final,NYM,PHI,4,1,Citi Field,,Carlos Carrasco,,Aaron Nola
2023-05-31,717938,Final,HOU,MIN,2,8,Minute Maid Park,,Hunter Brown,,Louis Varland
2023-05-31,717940,Final,AZ,COL,6,0,Chase Field,,Tommy Henry,,Dinelson Lamet
2023-05-31,717939,Final,SEA,NYY,1,0,T-Mobile Park,,George Kirby,,Clarke Schmidt
2023-06-01,717942,Final,TOR,MIL,3,1,Rogers Centre,,Kevin Gausman,,Freddy Peralta
2023-06-01,717934,Final,NYM,PHI,4,2,Citi Field,,Max Scherzer,,Taijuan Walker
2023-06-01,717941,Final,MIA,SD,1,10,loanDepot park,,Jesús Luzardo,,Joe Musgrove
2023-06-01,717933,Final,AZ,COL,5,4,Chase Field,,Zach Davies,,Connor Seabold
2023-06-01,717932,Final,BOS,CIN,8,2,Fenway Park,,Chris Sale,,Hunter Greene
2023-06-01,717937,Final,MIN,CLE,7,6,Target Field,,Pablo López,,Tanner Bibee
2023-06-01,717936,Final,HOU,LAA,5,2,Minute Maid Park,,Ronel Blanco,,Reid Detmers
2023-06-02,717931,Final,CIN,MIL,4,5,Great American Ball Park,,Brandon Williamson,,Corbin Burnes
2023-06-02,717927,Final,MIA,ATH,4,0,loanDepot park,,Edward Cabrera,,Shintaro Fujinami
2023-06-02,717930,Final,PIT,STL,7,5,PNC Park,,Roansy Contreras,,Jack Flaherty
2023-06-02,717935,Final,WSH,PHI,8,7,Nationals Park,,Josiah Gray,,Zack Wheeler
2023-06-02,717929,Final,NYM,TOR,0,3,Citi Field,,Justin Verlander,,Chris Bassitt
2023-06-02,717922,Final,TEX,SEA,2,0,Globe Life Field,,Jon Gray,,Luis Castillo
2023-06-02,717926,Final,HOU,LAA,6,2,Minute Maid Park,,Framber Valdez,,Shohei Ohtani
2023-06-02,717923,Final,KC,COL,2,7,Kauffman Stadium,,Jordan Lyles,,Chase Anderson
2023-06-02,717924,Final,MIN,CLE,1,0,Target Field,,Bailey Ober,,Aaron Civale
2023-06-02,717925,Final,CWS,DET,3,0,Guaranteed Rate Field,,Mike Clevinger,,Reese Olson
2023-06-02,717921,Final,SD,CHC,1,2,Petco Park,,Michael Wacha,,Jameson Taillon
2023-06-02,717919,Final,AZ,ATL,3,2,Chase Field,,Merrill Kelly,,Charlie Morton
2023-06-02,717917,Final,LAD,NYY,8,4,Dodger Stadium,,Clayton Kershaw,,Luis Severino
2023-06-02,717920,Final,SF,BAL,2,3,Oracle Park,,Logan Webb,,Dean Kremer
2023-06-03,717918,Final,BOS,TB,8,5,Fenway Park,,Garrett Whitlock,,Trevor Kelley
