date,gamePk,status,homeTeam,awayTeam,homeScore,awayScore,venueName,homeStartingPitcherId,homeStartingPitcherName,awayStartingPitcherId,awayStartingPitcherName
2023-03-30,718780,Final,WSH,ATL,2,7,Nationals Park,,Patrick Corbin,,Max Fried
2023-03-30,718781,Final,NYY,SF,5,0,Yankee Stadium,,Gerrit Cole,,Logan Webb
2023-03-30,718782,Final,BOS,BAL,9,10,Fenway Park,,Corey Kluber,,Kyle Gibson
2023-03-30,718777,Final,CHC,MIL,4,0,Wrigley Field,,Marcus Stroman,,Corbin Burnes
2023-03-30,718776,Final,TB,DET,4,0,Tropicana Field,,Shane McClanahan,,Eduardo Rodriguez
2023-03-30,718779,Final,TEX,PHI,11,7,Globe Life Field,,Jacob deGrom,,Aaron Nola
2023-03-30,718773,Final,CIN,PIT,4,5,Great American Ball Park,,Hunter Greene,,Mitch Keller
2023-03-30,718772,Final,STL,TOR,9,10,Busch Stadium,,Miles Mikolas,,Alek Manoah
2023-03-30,718775,Final,KC,MIN,0,2,Kauffman Stadium,,Zack Greinke,,Pablo López
2023-03-30,718774,Final,MIA,NYM,3,5,loanDepot park,,Sandy Alcantara,,Max Scherzer
2023-03-30,718768,Final,HOU,CWS,2,3,Minute Maid Park,,Framber Valdez,,Dylan Cease
2023-03-30,718778,Final,SD,COL,2,7,Petco Park,,Blake Snell,,Germán Márquez
2023-03-30,718769,Final,ATH,LAA,2,1,Oakland Coliseum,,Kyle Muller,,Shohei Ohtani
2023-03-30,718770,Final,LAD,AZ,8,2,Dodger Stadium,,Julio Urías,,Zac Gallen
2023-03-30,718767,Final,SEA,CLE,3,0,T-Mobile Park,,Luis Castillo,,Shane Bieber
2023-03-31,718771,Final,MIA,NYM,2,1,loanDepot park,,Jesús Luzardo,,David Peterson
2023-03-31,718764,Final,HOU,CWS,6,3,Minute Maid Park,,Cristian Javier,,Lance Lynn
2023-03-31,718766,Final,SD,COL,1,4,Petco Park,,Nick Martinez,,Kyle Freeland
2023-03-31,718765,Final,LAD,AZ,1,2,Dodger Stadium,,Dustin May,,Merrill Kelly
2023-03-31,718763,Final,SEA,CLE,4,9,T-Mobile Park,,Robbie Ray,,Hunter Gaddis
2023-04-01,718760,Final,HOU,CWS,6,4,Minute Maid Park,,José Urquidy,,Lucas Giolito
2023-04-01,718759,Final,STL,TOR,4,1,Busch Stadium,,Jack Flaherty,,Kevin Gausman
2023-04-01,718758,Final,CHC,MIL,1,3,Wrigley Field,,Justin Steele,,Brandon Woodruff
2023-04-01,718752,Final,TEX,PHI,16,3,Globe Life Field,,Nathan Eovaldi,,Zack Wheeler
2023-04-01,718753,Final,WSH,ATL,1,7,Nationals Park,,Josiah Gray,,Spencer Strider
2023-04-01,718762,Final,NYY,SF,5,7,Yankee Stadium,,Clarke Schmidt,,Alex Cobb
2023-04-01,718757,Final,ATH,LAA,1,13,Oakland Coliseum,,Shintaro Fujinami,,Patrick Sandoval
2023-04-01,718761,Final,BOS,BAL,9,8,Fenway Park,,Chris Sale,,Dean Kremer
2023-04-01,718756,Final,CIN,PIT,6,2,Great American Ball Park,,Nick Lodolo,,Rich Hill
2023-04-01,718754,Final,TB,DET,12,2,Tropicana Field,,Zach Eflin,,Spencer Turnbull
2023-04-01,718751,Final,KC,MIN,0,2,Kauffman Stadium,,Jordan Lyles,,Sonny Gray
2023-04-01,718755,Final,MIA,NYM,2,6,loanDepot park,,Edward Cabrera,,Tylor Megill
2023-04-01,718750,Final,SD,COL,8,4,Petco Park,,Michael Wacha,,José Ureña
2023-04-01,718749,Final,LAD,AZ,10,1,Dodger Stadium,,Clayton Kershaw,,Madison Bumgarner
2023-04-01,718746,Final,SEA,CLE,0,2,T-Mobile Park,,Logan Gilbert,,Aaron Civale
2023-04-02,718742,Final,TB,DET,5,1,Tropicana Field,,Jeffrey Springs,,Joey Wentz
2023-04-02,718748,Final,BOS,BAL,9,5,Fenway Park,,Tanner Houck,,Cole Irvin
2023-04-02,718743,Final,WSH,ATL,4,1,Nationals Park,,MacKenzie Gore,,Jared Shuster
2023-04-02,718747,Final,NYY,SF,6,0,Yankee Stadium,,Jhony Brito,,Ross Stripling
2023-04-02,718744,Final,CIN,PIT,3,1,Great American Ball Park,,Graham Ashcraft,,Vince Velasquez
2023-04-02,718741,Final,MIA,NYM,1,5,loanDepot park,,Trevor Rogers,,Kodai Senga
2023-04-02,718745,Final,KC,MIN,4,7,Kauffman Stadium,,Brad Keller,,Joe Ryan
2023-04-02,718740,Final,HOU,CWS,3,6,Minute Maid Park,,Luis Garcia,,Mike Clevinger
2023-04-02,718737,Final,STL,TOR,9,4,Busch Stadium,,Jordan Montgomery,,Chris Bassitt
2023-04-02,718738,Final,CHC,MIL,5,9,Wrigley Field,,Jameson Taillon,,Eric Lauer
2023-04-02,718734,Final,ATH,LAA,0,6,Oakland Coliseum,,Ken Waldichuk,,Tyler Anderson
2023-04-02,718736,Final,LAD,AZ,1,2,Dodger Stadium,,Noah Syndergaard,,Zach Davies
2023-04-02,718733,Final,SD,COL,3,1,Petco Park,,Seth Lugo,,Austin Gomber
2023-04-02,718735,Final,SEA,CLE,5,6,T-Mobile Park,,Marco Gonzales,,Cal Quantrill
2023-04-02,718739,Final,TEX,PHI,2,1,Globe Life Field,,Martín Pérez,,Bailey Falter
2023-04-03,718731,Final,MIL,NYM,10,0,American Family Field,,Freddy Peralta,,Carlos Carrasco
2023-04-03,718730,Final,CWS,SF,3,12,Guaranteed Rate Field,,Michael Kopech,,Anthony DeSclafani
2023-04-03,718728,Final,CIN,CHC,7,6,Great American Ball Park,,Connor Overton,,Drew Smyly
2023-04-03,718729,Final,MIA,MIN,1,11,loanDepot park,,Johnny Cueto,,Tyler Mahle
2023-04-03,718732,Final,WSH,TB,2,6,Nationals Park,,Trevor Williams,,Drew Rasmussen
2023-04-03,718725,Final,NYY,PHI,8,1,Yankee Stadium,,Nestor Cortes,,Taijuan Walker
2023-04-03,718724,Final,BOS,PIT,6,7,Fenway Park,,Kutter Crawford,,Johan Oviedo
2023-04-03,718719,Final,KC,TOR,9,5,Kauffman Stadium,,Brady Singer,,José Berríos
2023-04-03,718727,Final,STL,ATL,4,8,Busch Stadium,,Jake Woodford,,Charlie Morton
2023-04-03,718726,Final,TEX,BAL,0,2,Globe Life Field,,Jon Gray,,Kyle Bradish
2023-04-03,718723,Final,HOU,DET,6,7,Minute Maid Park,,Hunter Brown,,Matthew Boyd
2023-04-03,718721,Final,ATH,CLE,11,12,Oakland Coliseum,,James Kaprielian,,Zach Plesac
2023-04-03,718722,Final,SD,AZ,5,4,Petco Park,,Ryan Weathers,,Ryne Nelson
2023-04-03,718720,Final,SEA,LAA,3,7,T-Mobile Park,,George Kirby,,Reid Detmers
2023-04-03,718718,Final,LAD,COL,13,4,Dodger Stadium,,Michael Grove,,Ryan Feltner
2023-04-04,718717,Final,SD,AZ,6,8,Petco Park,,Yu Darvish,,Zac Gallen
2023-04-04,718716,Final,CIN,CHC,5,12,Great American Ball Park,,Luis Cessa,,Hayden Wesneski
2023-04-04,718714,Final,MIA,MIN,1,0,loanDepot park,,Sandy Alcantara,,Kenta Maeda
2023-04-04,718715,Final,WSH,TB,6,10,Nationals Park,,Chad Kuhl,,Josh Fleming
2023-04-04,718710,Final,NYY,PHI,1,4,Yankee Stadium,,Domingo Germán,,Matt Strahm
2023-04-04,718713,Final,BOS,PIT,1,4,Fenway Park,,Nick Pivetta,,Roansy Contreras
2023-04-04,718708,Final,KC,TOR,1,4,Kauffman Stadium,,Kris Bubic,,Yusei Kikuchi
2023-04-04,718712,Final,MIL,NYM,9,0,American Family Field,,Wade Miley,,Max Scherzer
2023-04-04,718711,Final,STL,ATL,1,4,Busch Stadium,,Steven Matz,,Dylan Dodd
2023-04-04,718709,Final,TEX,BAL,2,7,Globe Life Field,,Andrew Heaney,,Kyle Gibson
2023-04-04,718705,Final,HOU,DET,3,6,Minute Maid Park,,Framber Valdez,,Matt Manning
2023-04-04,718707,Final,ATH,CLE,4,3,Oakland Coliseum,,JP Sears,,Shane Bieber
2023-04-04,718706,Final,SEA,LAA,11,2,T-Mobile Park,,Luis Castillo,,José Suarez
2023-04-04,718703,Final,LAD,COL,5,2,Dodger Stadium,,Julio Urías,,Germán Márquez
2023-04-05,718704,Final,WSH,TB,2,7,Nationals Park,,Patrick Corbin,,Shane McClanahan
2023-04-05,718699,Final,NYY,PHI,4,2,Yankee Stadium,,Gerrit Cole,,Aaron Nola
2023-04-05,718701,Final,MIA,MIN,5,2,loanDepot park,,Jesús Luzardo,,Pablo López
2023-04-05,718697,Final,STL,ATL,2,5,Busch Stadium,,Miles Mikolas,,Bryce Elder
2023-04-05,718702,Final,BOS,PIT,1,4,Fenway Park,,Corey Kluber,,Mitch Keller
2023-04-05,718698,Final,MIL,NYM,7,6,American Family Field,,Corbin Burnes,,David Peterson
2023-04-05,718694,Final,TEX,BAL,5,2,Globe Life Field,,Jacob deGrom,,Grayson Rodriguez
2023-04-05,718696,Final,HOU,DET,8,2,Minute Maid Park,,Cristian Javier,,Eduardo Rodriguez
2023-04-05,718695,Final,CWS,SF,7,3,Guaranteed Rate Field,,Dylan Cease,,Logan Webb
2023-04-05,718689,Final,ATH,CLE,4,6,Oakland Coliseum,,Kyle Muller,,Hunter Gaddis
2023-04-05,718691,Final,SEA,LAA,3,4,T-Mobile Park,,Chris Flexen,,Shohei Ohtani
2023-04-05,718692,Final,KC,TOR,0,3,Kauffman Stadium,,Zack Greinke,,Alek Manoah
2023-04-06,718690,Final,DET,BOS,3,6,Comerica Park,,Spencer Turnbull,,Chris Sale
2023-04-06,718686,Final,KC,TOR,3,6,Kauffman Stadium,,Jordan Lyles,,Kevin Gausman
2023-04-06,718687,Final,CWS,SF,6,16,Guaranteed Rate Field,,Lance Lynn,,Alex Wood
2023-04-06,718682,Final,COL,WSH,1,0,Coors Field,,Kyle Freeland,,Josiah Gray
2023-04-06,718681,Final,ATL,SD,7,6,Truist Park,,Spencer Strider,,Blake Snell
2023-04-06,718683,Final,AZ,LAD,2,5,Chase Field,,Merrill Kelly,,Dustin May
2023-04-07,718693,Final,NYM,MIA,9,3,Citi Field,,Tylor Megill,,Edward Cabrera
2023-04-07,718675,Final,CHC,TEX,2,0,Wrigley Field,,Marcus Stroman,,Nathan Eovaldi
2023-04-07,718685,Final,PHI,CIN,5,2,Citizens Bank Park,,Zack Wheeler,,Hunter Greene
2023-04-07,718688,Final,BAL,NYY,7,6,Oriole Park at Camden Yards,,Dean Kremer,,Clarke Schmidt
2023-04-07,718677,Final,CLE,SEA,3,5,Progressive Field,,Aaron Civale,,Logan Gilbert
2023-04-07,718684,Final,MIN,HOU,3,2,Target Field,,Sonny Gray,,José Urquidy
2023-04-07,718679,Final,PIT,CWS,13,9,PNC Park,,Rich Hill,,Lucas Giolito
2023-04-07,718680,Final,SF,KC,1,3,Oracle Park,,Alex Cobb,,Brad Keller
2023-04-07,718678,Final,TB,ATH,9,5,Tropicana Field,,Zach Eflin,,Ken Waldichuk
2023-04-07,718676,Final,ATL,SD,4,5,Truist Park,,Jared Shuster,,Nick Martinez
2023-04-07,718674,Final,MIL,STL,4,0,American Family Field,,Brandon Woodruff,,Jack Flaherty
2023-04-07,718673,Final,COL,WSH,5,10,Coors Field,,José Ureña,,MacKenzie Gore
2023-04-07,718670,Final,LAA,TOR,3,4,Angel Stadium,,Patrick Sandoval,,Chris Bassitt
2023-04-07,718671,Final,AZ,LAD,6,3,Chase Field,,Madison Bumgarner,,Clayton Kershaw
2023-04-08,718666,Final,MIN,HOU,9,6,Target Field,,Joe Ryan,,Luis Garcia
2023-04-08,718672,Final,SF,KC,5,6,Oracle Park,,Sean Manaea,,Brady Singer
2023-04-08,718669,Final,CHC,TEX,10,3,Wrigley Field,,Justin Steele,,Martín Pérez
2023-04-08,718668,Final,PHI,CIN,3,2,Citizens Bank Park,,Bailey Falter,,Nick Lodolo
2023-04-08,718667,Final,DET,BOS,5,14,Comerica Park,,Joey Wentz,,Tanner Houck
2023-04-08,718665,Final,TB,ATH,11,0,Tropicana Field,,Jeffrey Springs,,Shintaro Fujinami
2023-04-08,718661,Final,NYM,MIA,5,2,Citi Field,,Kodai Senga,,Trevor Rogers
2023-04-08,718663,Final,CLE,SEA,2,3,Progressive Field,,Cal Quantrill,,Marco Gonzales
2023-04-08,718662,Final,PIT,CWS,5,11,PNC Park,,Vince Velasquez,,Mike Clevinger
2023-04-08,718664,Final,BAL,NYY,1,4,Oriole Park at Camden Yards,,Cole Irvin,,Jhony Brito
2023-04-08,718660,Final,MIL,STL,0,6,American Family Field,,Eric Lauer,,Jordan Montgomery
2023-04-08,718659,Final,ATL,SD,1,4,Truist Park,,Charlie Morton,,Michael Wacha
2023-04-08,718656,Final,AZ,LAD,12,8,Chase Field,,Zach Davies,,Noah Syndergaard
2023-04-08,718658,Final,COL,WSH,6,7,Coors Field,,Austin Gomber,,Trevor Williams
2023-04-08,718657,Final,LAA,TOR,9,5,Angel Stadium,,Tyler Anderson,,José Berríos
2023-04-09,718652,Final,PHI,CIN,4,6,Citizens Bank Park,,Taijuan Walker,,Connor Overton
2023-04-09,718654,Final,DET,BOS,1,4,Comerica Park,,Matthew Boyd,,Kutter Crawford
2023-04-09,718655,Final,TB,ATH,11,0,Tropicana Field,,Drew Rasmussen,,James Kaprielian
2023-04-09,718653,Final,PIT,CWS,1,0,PNC Park,,Johan Oviedo,,Michael Kopech
2023-04-09,718651,Final,BAL,NYY,3,5,Oriole Park at Camden Yards,,Tyler Wells,,Nestor Cortes
2023-04-09,718646,Final,CLE,SEA,7,6,Progressive Field,,Zach Plesac,,George Kirby
2023-04-09,718647,Final,NYM,MIA,2,7,Citi Field,,Carlos Carrasco,,Braxton Garrett
2023-04-09,718649,Final,MIN,HOU,1,5,Target Field,,Tyler Mahle,,Hunter Brown
2023-04-09,718650,Final,MIL,STL,6,1,American Family Field,,Freddy Peralta,,Jake Woodford
2023-04-09,718642,Final,CHC,TEX,2,8,Wrigley Field,,Jameson Taillon,,Jon Gray
2023-04-09,718645,Final,COL,WSH,7,6,Coors Field,,Ryan Feltner,,Chad Kuhl
2023-04-09,718643,Final,SF,KC,3,1,Oracle Park,,Anthony DeSclafani,,Kris Bubic
2023-04-09,718644,Final,LAA,TOR,11,12,Angel Stadium,,Reid Detmers,,Yusei Kikuchi
2023-04-09,718639,Final,AZ,LAD,11,6,Chase Field,,Ryne Nelson,,Michael Grove
2023-04-09,718648,Final,ATL,SD,2,10,Truist Park,,Dylan Dodd,,Seth Lugo
2023-04-10,718640,Final,MIN,CWS,3,4,Target Field,,Kenta Maeda,,Dylan Cease
2023-04-10,718637,Final,CLE,NYY,3,2,Progressive Field,,Shane Bieber,,Domingo Germán
2023-04-10,718635,Final,BAL,ATH,5,1,Oriole Park at Camden Yards,,Kyle Gibson,,JP Sears
2023-04-10,718632,Final,PIT,HOU,2,8,PNC Park,,Roansy Contreras,,Framber Valdez
2023-04-10,718638,Final,TB,BOS,1,0,Tropicana Field,,Jalen Beeks,,Nick Pivetta
2023-04-10,718633,Final,PHI,MIA,15,3,Citizens Bank Park,,Matt Strahm,,Sandy Alcantara
2023-04-10,718634,Final,NYM,SD,5,0,Citi Field,,Max Scherzer,,Yu Darvish
2023-04-10,718636,Final,ATL,CIN,5,4,Truist Park,,Bryce Elder,,Graham Ashcraft
2023-04-10,718628,Final,CHC,SEA,3,2,Wrigley Field,,Drew Smyly,,Luis Castillo
2023-04-10,718630,Final,TEX,KC,11,2,Globe Life Field,,Andrew Heaney,,Zack Greinke
2023-04-10,718629,Final,COL,STL,7,4,Coors Field,,Germán Márquez,,Steven Matz
2023-04-10,718631,Final,LAA,WSH,4,6,Angel Stadium,,José Suarez,,Patrick Corbin
2023-04-10,718627,Final,AZ,MIL,3,0,Chase Field,,Zac Gallen,,Wade Miley
2023-04-10,718641,Final,SF,LAD,1,9,Oracle Park,,Logan Webb,,Julio Urías
2023-04-11,718626,Final,CLE,NYY,2,11,Progressive Field,,Hunter Gaddis,,Gerrit Cole
2023-04-11,718618,Final,BAL,ATH,12,8,Oriole Park at Camden Yards,,Grayson Rodriguez,,Kyle Muller
2023-04-11,718623,Final,PIT,HOU,7,4,PNC Park,,Mitch Keller,,Cristian Javier
2023-04-11,718625,Final,TB,BOS,7,2,Tropicana Field,,Shane McClanahan,,Garrett Whitlock
2023-04-11,718619,Final,PHI,MIA,4,8,Citizens Bank Park,,Aaron Nola,,Jesús Luzardo
2023-04-11,718622,Final,TOR,DET,9,3,Rogers Centre,,Alek Manoah,,Matt Manning
2023-04-11,718621,Final,NYM,SD,2,4,Citi Field,,David Peterson,,Ryan Weathers
2023-04-11,718620,Final,ATL,CIN,7,6,Truist Park,,Kyle Wright,,Luis Cessa
2023-04-11,718617,Final,CHC,SEA,14,9,Wrigley Field,,Hayden Wesneski,,Chris Flexen
2023-04-11,718616,Final,MIN,CWS,4,3,Target Field,,Pablo López,,Lance Lynn
2023-04-11,718615,Final,TEX,KC,8,5,Globe Life Field,,Jacob deGrom,,Jordan Lyles
2023-04-11,718613,Final,COL,STL,6,9,Coors Field,,Kyle Freeland,,Miles Mikolas
2023-04-11,718614,Final,LAA,WSH,2,0,Angel Stadium,,Shohei Ohtani,,Josiah Gray
2023-04-11,718611,Final,AZ,MIL,1,7,Chase Field,,Merrill Kelly,,Corbin Burnes
2023-04-11,718624,Final,SF,LAD,5,0,Oracle Park,,Alex Wood,,Dustin May
2023-04-12,718608,Final,PIT,HOU,0,7,PNC Park,,Rich Hill,,José Urquidy
2023-04-12,718610,Final,NYM,SD,5,2,Citi Field,,Tylor Megill,,Blake Snell
2023-04-12,718605,Final,MIN,CWS,3,1,Target Field,,Sonny Gray,,Lucas Giolito
2023-04-12,718604,Final,CLE,NYY,3,4,Progressive Field,,Peyton Battenfield,,Clarke Schmidt
2023-04-12,718606,Final,CHC,SEA,2,5,Wrigley Field,,Marcus Stroman,,Logan Gilbert
2023-04-12,718607,Final,COL,STL,4,7,Coors Field,,José Ureña,,Jack Flaherty
2023-04-12,718598,Final,AZ,MIL,7,3,Chase Field,,Drey Jameson,,Janson Junk
2023-04-12,718609,Final,PHI,MIA,2,3,Citizens Bank Park,,Zack Wheeler,,Edward Cabrera
2023-04-12,718602,Final,LAA,WSH,3,2,Angel Stadium,,Griffin Canning,,MacKenzie Gore
2023-04-12,718599,Final,BAL,ATH,4,8,Oriole Park at Camden Yards,,Dean Kremer,,Ken Waldichuk
2023-04-12,718600,Final,TB,BOS,9,7,Tropicana Field,,Taj Bradley,,Chris Sale
2023-04-12,718603,Final,TOR,DET,4,3,Rogers Centre,,Kevin Gausman,,Eduardo Rodriguez
2023-04-12,718601,Final,ATL,CIN,5,4,Truist Park,,Spencer Strider,,Hunter Greene
2023-04-12,718595,Final,TEX,KC,1,10,Globe Life Field,,Nathan Eovaldi,,Brad Keller
2023-04-12,718612,Final,SF,LAD,5,10,Oracle Park,,Alex Cobb,,Clayton Kershaw
2023-04-13,718596,Final,BAL,ATH,8,7,Oriole Park at Camden Yards,,Cole Irvin,,Adam Oller
2023-04-13,718594,Final,TB,BOS,9,3,Tropicana Field,,Jeffrey Springs,,Corey Kluber
2023-04-13,718597,Final,CIN,PHI,6,2,Great American Ball Park,,Nick Lodolo,,Bailey Falter
2023-04-13,718590,Final,NYY,MIN,2,11,Yankee Stadium,,Jhony Brito,,Joe Ryan
2023-04-13,718593,Final,TOR,DET,1,3,Rogers Centre,,Chris Bassitt,,Spencer Turnbull
2023-04-13,718591,Final,STL,PIT,0,5,Busch Stadium,,Jordan Montgomery,,Vince Velasquez
2023-04-13,718589,Final,SD,MIL,3,4,Petco Park,,Nick Martinez,,Colin Rea
2023-04-14,718585,Final,DET,SF,7,5,Comerica Park,,Joey Wentz,,Sean Manaea
2023-04-14,718586,Final,CIN,PHI,3,8,Great American Ball Park,,Connor Overton,,Taijuan Walker
2023-04-14,718584,Final,MIA,AZ,5,1,loanDepot park,,Trevor Rogers,,Madison Bumgarner
2023-04-14,718592,Final,WSH,CLE,3,4,Nationals Park,,Trevor Williams,,Cal Quantrill
2023-04-14,718588,Final,NYY,MIN,3,4,Yankee Stadium,,Nestor Cortes,,Louis Varland
2023-04-14,718587,Final,TOR,TB,6,3,Rogers Centre,,José Berríos,,Drew Rasmussen
2023-04-14,718580,Final,BOS,LAA,5,3,Fenway Park,,Tanner Houck,,Patrick Sandoval
2023-04-14,718583,Final,CWS,BAL,3,6,Guaranteed Rate Field,,Mike Clevinger,,Tyler Wells
2023-04-14,718581,Final,HOU,TEX,2,6,Minute Maid Park,,Luis Garcia,,Martín Pérez
2023-04-14,718579,Final,KC,ATL,3,10,Kauffman Stadium,,Brady Singer,,Charlie Morton
2023-04-14,718582,Final,STL,PIT,3,0,Busch Stadium,,Jake Woodford,,Johan Oviedo
2023-04-14,718578,Final,ATH,NYM,6,17,Oakland Coliseum,,James Kaprielian,,Kodai Senga
2023-04-14,718574,Final,SD,MIL,2,11,Petco Park,,Michael Wacha,,Eric Lauer
2023-04-14,718575,Final,LAD,CHC,2,8,Dodger Stadium,,Noah Syndergaard,,Justin Steele
2023-04-14,718577,Final,SEA,COL,5,3,T-Mobile Park,,Tommy Milone,,Austin Gomber
2023-04-15,718572,Final,NYY,MIN,6,1,Yankee Stadium,,Domingo Germán,,Tyler Mahle
2023-04-15,718571,Final,DET,SF,7,6,Comerica Park,,Michael Lorenzen,,Anthony DeSclafani
2023-04-15,718570,Final,CWS,BAL,7,6,Guaranteed Rate Field,,Michael Kopech,,Kyle Gibson
2023-04-15,718568,Final,STL,PIT,3,6,Busch Stadium,,Steven Matz,,Roansy Contreras
2023-04-15,718569,Final,TOR,TB,5,2,Rogers Centre,,Yusei Kikuchi,,Calvin Faucher
2023-04-15,718573,Final,WSH,CLE,4,6,Nationals Park,,Chad Kuhl,,Zach Plesac
2023-04-15,718560,Final,SD,MIL,10,3,Petco Park,,Seth Lugo,,Freddy Peralta
2023-04-15,718565,Final,ATH,NYM,2,3,Oakland Coliseum,,Shintaro Fujinami,,Carlos Carrasco
2023-04-15,718576,Final,BOS,LAA,9,7,Fenway Park,,Nick Pivetta,,Tyler Anderson
2023-04-15,718566,Final,CIN,PHI,13,0,Great American Ball Park,,Graham Ashcraft,,Matt Strahm
2023-04-15,718563,Final,KC,ATL,3,9,Kauffman Stadium,,Kris Bubic,,Bryce Elder
2023-04-15,718567,Final,MIA,AZ,3,2,loanDepot park,,Braxton Garrett,,Ryne Nelson
2023-04-15,718562,Final,HOU,TEX,8,2,Minute Maid Park,,Hunter Brown,,Jon Gray
2023-04-15,718564,Final,LAD,CHC,2,1,Dodger Stadium,,Michael Grove,,Jameson Taillon
2023-04-15,718561,Final,SEA,COL,9,2,T-Mobile Park,,George Kirby,,Ryan Feltner
2023-04-16,718559,Final,BOS,LAA,2,1,Fenway Park,,Garrett Whitlock,,Reid Detmers
2023-04-16,718555,Final,WSH,CLE,7,6,Nationals Park,,Patrick Corbin,,Shane Bieber
2023-04-16,718557,Final,NYY,MIN,2,0,Yankee Stadium,,Gerrit Cole,,Pablo López
2023-04-16,718556,Final,TOR,TB,1,8,Rogers Centre,,Alek Manoah,,Shane McClanahan
2023-04-16,718554,Final,CIN,PHI,3,14,Great American Ball Park,,Luis Cessa,,Aaron Nola
2023-04-16,718550,Final,MIA,AZ,0,5,loanDepot park,,Sandy Alcantara,,Zac Gallen
2023-04-16,718551,Final,KC,ATL,4,5,Kauffman Stadium,,Zack Greinke,,Kyle Wright
2023-04-16,718553,Final,CWS,BAL,4,8,Guaranteed Rate Field,,Dylan Cease,,Grayson Rodriguez
2023-04-16,718548,Final,STL,PIT,5,4,Busch Stadium,,Miles Mikolas,,Mitch Keller
2023-04-16,718546,Final,ATH,NYM,3,4,Oakland Coliseum,,JP Sears,,José Buttó
2023-04-16,718547,Final,LAD,CHC,2,3,Dodger Stadium,,Julio Urías,,Drew Smyly
2023-04-16,718545,Final,SEA,COL,1,0,T-Mobile Park,,Luis Castillo,,Noah Davis
2023-04-16,718549,Final,SD,MIL,0,1,Petco Park,,Yu Darvish,,Wade Miley
2023-04-16,718552,Final,HOU,TEX,1,9,Minute Maid Park,,Framber Valdez,,Andrew Heaney
2023-04-17,718540,Final,BOS,LAA,4,5,Fenway Park,,Brayan Bello,,Shohei Ohtani
2023-04-17,718542,Final,CIN,TB,8,1,Great American Ball Park,,Hunter Greene,,Jalen Beeks
2023-04-17,718544,Final,MIA,SF,4,3,loanDepot park,,Jesús Luzardo,,Logan Webb
2023-04-17,718539,Final,KC,TEX,0,4,Kauffman Stadium,,Jordan Lyles,,Jacob deGrom
2023-04-17,718538,Final,STL,AZ,3,6,Busch Stadium,,Jack Flaherty,,Merrill Kelly
2023-04-17,718537,Final,HOU,TOR,9,2,Minute Maid Park,,Cristian Javier,,Kevin Gausman
2023-04-17,718535,Final,COL,PIT,3,14,Coors Field,,Kyle Freeland,,Rich Hill
2023-04-17,718536,Final,ATH,CHC,1,10,Oakland Coliseum,,Kyle Muller,,Hayden Wesneski
2023-04-17,718533,Final,SD,ATL,0,2,Petco Park,,Ryan Weathers,,Max Fried
2023-04-17,718534,Final,SEA,MIL,3,7,T-Mobile Park,,Chris Flexen,,Corbin Burnes
2023-04-17,718532,Final,LAD,NYM,6,8,Dodger Stadium,,Dustin May,,David Peterson
2023-04-18,718530,Final,DET,CLE,4,3,Comerica Park,,Matthew Boyd,,Hunter Gaddis
2023-04-18,718541,Final,DET,CLE,1,0,Comerica Park,,Eduardo Rodriguez,,Peyton Battenfield
2023-04-18,718525,Final,CWS,PHI,4,7,Guaranteed Rate Field,,Lance Lynn,,Zack Wheeler
2023-04-18,718543,Final,CWS,PHI,3,0,Guaranteed Rate Field,,Lucas Giolito,,Bailey Falter
2023-04-18,718526,Final,CIN,TB,0,10,Great American Ball Park,,Nick Lodolo,,Taj Bradley
2023-04-18,718528,Final,MIA,SF,4,2,loanDepot park,,Edward Cabrera,,Alex Wood
2023-04-18,718531,Final,WSH,BAL,0,1,Nationals Park,,Josiah Gray,,Dean Kremer
2023-04-18,718529,Final,NYY,LAA,2,5,Yankee Stadium,,Clarke Schmidt,,José Suarez
2023-04-18,718524,Final,BOS,MIN,5,4,Fenway Park,,Chris Sale,,Sonny Gray
2023-04-18,718522,Final,KC,TEX,2,12,Kauffman Stadium,,Brad Keller,,Nathan Eovaldi
2023-04-18,718527,Final,STL,AZ,7,8,Busch Stadium,,Jordan Montgomery,,Drey Jameson
2023-04-18,718520,Final,HOU,TOR,2,4,Minute Maid Park,,José Urquidy,,Chris Bassitt
2023-04-18,718521,Final,COL,PIT,3,5,Coors Field,,José Ureña,,Vince Velasquez
2023-04-18,718523,Final,ATH,CHC,0,4,Oakland Coliseum,,Ken Waldichuk,,Marcus Stroman
2023-04-18,718519,Final,SD,ATL,1,8,Petco Park,,Blake Snell,,Spencer Strider
2023-04-18,718517,Final,SEA,MIL,5,6,T-Mobile Park,,Logan Gilbert,,Colin Rea
2023-04-18,718516,Final,LAD,NYM,5,0,Dodger Stadium,,Clayton Kershaw,,Tylor Megill
2023-04-19,718515,Final,CIN,TB,0,8,Great American Ball Park,,Levi Stoudt,,Drew Rasmussen
2023-04-19,718513,Final,DET,CLE,2,3,Comerica Park,,Spencer Turnbull,,Cal Quantrill
2023-04-19,718511,Final,MIA,SF,2,5,loanDepot park,,Trevor Rogers,,Alex Cobb
2023-04-19,718512,Final,STL,AZ,14,5,Busch Stadium,,Jake Woodford,,Madison Bumgarner
2023-04-19,718514,Final,KC,TEX,3,12,Kauffman Stadium,,Brady Singer,,Martín Pérez
2023-04-19,718510,Final,CWS,PHI,2,5,Guaranteed Rate Field,,Mike Clevinger,,Taijuan Walker
