date,home,away,home_score,away_score,home_elo,away_elo,home_fip_adj,away_fip_adj,travel_penalty,home_win_prob,home_won,log_loss,brier
2024-03-20,SD,LAD,2,5,1647.2,1652.2,0,0,0,0.5572,0,0.8146,0.3105
2024-03-21,LAD,SD,11,15,1668.0,1631.4,0,0,0,0.6031,0,0.924,0.3637
2024-03-28,BAL,LAA,11,3,1623.1,1422.8,0,0,0,0.7504,1,0.2872,0.0623
2024-03-28,CIN,WSH,8,2,1505.0,1446.9,0,0,0,0.6258,1,0.4687,0.14
2024-03-28,SD,SF,6,4,1651.3,1431.7,0,0,0,0.7635,1,0.2699,0.0559
2024-03-28,LAD,STL,7,1,1648.1,1482.8,0,0,0,0.7243,1,0.3226,0.076
2024-03-28,TB,TOR,2,8,1633.8,1577.0,0,0,0,0.6245,0,0.9794,0.3899
2024-03-28,KC,MIN,1,4,1480.0,1624.2,0,0,0,0.3995,0,0.51,0.1596
2024-03-28,CWS,DET,0,1,1354.1,1560.8,0,0,0,0.3356,0,0.4089,0.1126
2024-03-28,MIA,PIT,5,6,1586.2,1524.0,0,0,0,0.63,0,0.9942,0.3969
2024-03-28,HOU,NYY,4,5,1607.0,1528.7,0,0,0,0.6463,0,1.0394,0.4178
2024-03-28,TEX,CHC,4,3,1560.3,1554.8,0,0,0,0.569,1,0.5639,0.1858
2024-03-28,ATH,CLE,0,8,1414.1,1475.6,0,0,0,0.4925,0,0.6783,0.2426
2024-03-28,AZ,COL,16,1,1528.9,1418.9,0,0,0,0.6768,1,0.3903,0.1044
2024-03-28,SEA,BOS,4,6,1566.4,1479.3,0,0,0,0.6551,0,1.0645,0.4292
2024-03-29,NYM,MIL,1,3,1580.9,1661.5,0,0,0,0.4706,0,0.636,0.2215
2024-03-29,PHI,ATL,3,9,1650.2,1619.9,0,0,0,0.5963,0,0.9071,0.3556
2024-03-29,TB,TOR,8,2,1608.9,1601.9,0,0,0,0.5707,1,0.5609,0.1843
2024-03-29,MIA,PIT,2,7,1577.2,1533.0,0,0,0,0.6113,0,0.9449,0.3737
2024-03-29,HOU,NYY,1,7,1597.8,1537.8,0,0,0,0.6278,0,0.9882,0.3941
2024-03-29,AZ,COL,7,3,1543.7,1404.2,0,0,0,0.7031,1,0.3523,0.0882
2024-03-29,ATH,CLE,4,6,1393.1,1496.6,0,0,0,0.4446,0,0.588,0.1976
2024-03-29,SEA,BOS,1,0,1551.8,1493.9,0,0,0,0.6255,1,0.4692,0.1402
2024-03-29,SD,SF,3,8,1654.7,1428.2,0,0,0,0.7679,0,1.4605,0.5896
2024-03-29,LAD,STL,6,3,1656.0,1474.9,0,0,0,0.7365,1,0.3058,0.0694
2024-03-30,NYM,MIL,6,7,1571.1,1671.3,0,0,0,0.4482,0,0.5946,0.2009
2024-03-30,CWS,DET,6,7,1350.3,1564.5,0,0,0,0.3285,0,0.3983,0.1079
2024-03-30,BAL,LAA,13,4,1630.6,1415.3,0,0,0,0.7606,1,0.2736,0.0573
2024-03-30,PHI,ATL,4,12,1626.4,1643.7,0,0,0,0.5432,0,0.7835,0.2951
2024-03-30,ATH,CLE,3,12,1384.1,1505.6,0,0,0,0.4243,0,0.5522,0.18
2024-03-30,CIN,WSH,6,7,1518.0,1433.9,0,0,0,0.6521,0,1.0559,0.4252
2024-03-30,TB,TOR,5,1,1624.9,1585.9,0,0,0,0.6057,1,0.5014,0.1555
2024-03-30,KC,MIN,1,5,1470.2,1633.9,0,0,0,0.3788,0,0.4761,0.1435
2024-03-30,MIA,PIT,3,9,1554.8,1555.4,0,0,0,0.5621,0,0.8258,0.316
2024-03-30,TEX,CHC,11,2,1566.1,1549.1,0,0,0,0.5817,1,0.5418,0.175
2024-03-30,SD,SF,6,9,1627.6,1455.4,0,0,0,0.7297,0,1.3084,0.5325
2024-03-30,HOU,NYY,3,5,1572.8,1562.8,0,0,0,0.574,0,0.8533,0.3295
2024-03-30,AZ,COL,4,9,1551.1,1396.8,0,0,0,0.7155,0,1.2572,0.512
2024-03-30,LAD,STL,5,6,1661.3,1469.7,0,0,0,0.7442,0,1.3634,0.5539
2024-03-30,SEA,BOS,4,3,1556.4,1489.3,0,0,0,0.635,1,0.4541,0.1332
2024-03-31,BAL,LAA,1,4,1637.9,1408.0,0,0,0,0.77,0,1.4699,0.593
2024-03-31,PHI,ATL,5,4,1602.3,1667.9,0,0,0,0.4878,1,0.7179,0.2624
