pitcher_id,date,rolling_fip,starts_in_window
434378,2023-09-12,4.55,7
434378,2023-09-18,4.58,7
434378,2023-09-25,4.44,7
434378,2023-09-30,4.02,7
446372,2023-04-05,12.27,1
446372,2023-04-13,8.31,2
446372,2023-04-19,6.65,3
446372,2023-04-25,7.38,4
446372,2023-05-01,6.64,5
446372,2023-05-06,6.41,6
446372,2023-05-14,6.36,7
446372,2023-05-21,6.07,7
448179,2023-04-07,6.87,1
448179,2023-04-12,9.38,2
448179,2023-04-17,8.2,3
448179,2023-04-22,7.03,4
448179,2023-04-29,6.12,5
448179,2023-05-05,5.25,6
448179,2023-05-10,5.21,7
448179,2023-05-17,4.73,7
448179,2023-05-23,3.48,7
448179,2023-05-29,2.66,7
448179,2023-06-04,2.79,7
448179,2023-06-09,3.27,7
448179,2023-06-16,3.69,7
448179,2023-06-21,3.67,7
448179,2023-06-27,3.72,7
448179,2023-07-02,3.87,7
448179,2023-07-07,4.31,7
448179,2023-07-14,4.59,7
448179,2023-07-19,4.33,7
448179,2023-07-25,4.21,7
448179,2023-07-30,4.36,7
448179,2023-08-06,4.66,7
448179,2023-08-12,5.66,7
448179,2023-08-17,5.85,7
448179,2023-08-30,5.9,7
448179,2023-09-04,6.4,7
450203,2023-04-08,4.02,1
450203,2023-04-14,4.91,2
450203,2023-04-19,4.25,3
450203,2023-04-25,4.52,4
450203,2023-05-01,4.26,5
450203,2023-05-09,4.02,6
450203,2023-05-15,4.03,7
450203,2023-05-22,3.51,7
450203,2023-05-27,3.72,7
450203,2023-06-02,3.61,7
450203,2023-06-07,3.03,7
450203,2023-06-12,3.77,7
450203,2023-06-18,3.67,7
450203,2023-06-25,3.85,7
450203,2023-07-01,4.2,7
450203,2023-07-07,3.43,7
450203,2023-07-14,3.75,7
450203,2023-07-19,3.93,7
450203,2023-07-25,3.17,7
450203,2023-07-31,3.76,7
450203,2023-08-06,4.34,7
450203,2023-08-11,4.67,7
450203,2023-08-16,5.22,7
450203,2023-08-23,4.6,7
450203,2023-08-29,4.38,7
450203,2023-09-03,4.16,7
450203,2023-09-11,3.82,7
450203,2023-09-17,2.75,7
450203,2023-09-22,3.11,7
453286,2023-04-04,4.44,1
453286,2023-04-10,7.5,2
453286,2023-04-19,6.02,3
453286,2023-05-03,5.6,4
453286,2023-05-14,6.27,5
453286,2023-05-21,5.62,6
453286,2023-05-26,4.99,7
453286,2023-06-01,4.65,7
453286,2023-06-07,3.05,7
453286,2023-06-13,2.94,7
453286,2023-06-19,3.7,7
453286,2023-06-24,3.1,7
453286,2023-06-29,3.18,7
453286,2023-07-04,3.36,7
453286,2023-07-09,4.08,7
453286,2023-07-16,5.02,7
453286,2023-07-22,5.06,7
453286,2023-07-28,5.31,7
453286,2023-08-03,5.48,7
453286,2023-08-08,5.2,7
453286,2023-08-14,5.29,7
453286,2023-08-20,4.22,7
453286,2023-08-26,3.93,7
453286,2023-09-01,3.91,7
453286,2023-09-06,2.72,7
453286,2023-09-12,3.47,7
456501,2023-07-22,32.27,1
456501,2023-07-29,5.98,2
456501,2023-08-03,6.19,3
456501,2023-08-09,5.85,4
456501,2023-08-15,6.1,5
456501,2023-09-02,6.58,6
456501,2023-09-09,6.79,7
456501,2023-09-15,6.19,7
456501,2023-09-27,6.98,7
458681,2023-04-06,6.09,1
458681,2023-04-11,8.67,2
458681,2023-04-18,7.02,3
458681,2023-04-24,5.85,4
458681,2023-04-29,5.89,5
458681,2023-05-05,5.35,6
458681,2023-05-10,4.92,7
458681,2023-05-16,5.16,7
458681,2023-05-21,3.78,7
458681,2023-05-26,3.8,7
458681,2023-05-31,4.1,7
458681,2023-06-08,4.83,7
458681,2023-06-13,5.26,7
458681,2023-06-18,5.95,7
458681,2023-06-24,4.57,7
458681,2023-06-29,5.03,7
458681,2023-07-06,5.65,7
458681,2023-07-15,4.98,7
458681,2023-07-21,4.44,7
458681,2023-07-26,5.21,7
458681,2023-08-01,4.8,7
458681,2023-08-06,6.08,7
458681,2023-08-11,6.18,7
458681,2023-08-17,5.14,7
458681,2023-08-25,5.45,7
458681,2023-08-31,5.51,7
458681,2023-09-06,5.57,7
458681,2023-09-12,6.67,7
458681,2023-09-18,6.29,7
458681,2023-09-24,6.45,7
458681,2023-09-29,6.99,7
471911,2023-04-09,7.52,1
471911,2023-04-15,9.04,2
471911,2023-05-19,7.37,3
471911,2023-05-25,6.97,4
471911,2023-05-31,6.43,5
471911,2023-06-06,6.08,6
471911,2023-06-11,6.08,7
471911,2023-06-18,6.11,7
471911,2023-06-25,6.07,7
471911,2023-06-30,6.24,7
471911,2023-07-06,6.15,7
471911,2023-07-18,5.6,7
471911,2023-07-23,5.8,7
471911,2023-07-29,5.64,7
471911,2023-08-03,5.11,7
471911,2023-08-08,5.09,7
471911,2023-08-14,5.04,7
471911,2023-08-20,4.8,7
471911,2023-08-26,5.46,7
477132,2023-04-07,2.44,1
477132,2023-04-12,5.1,2
477132,2023-04-18,4.38,3
477132,2023-04-23,3.35,4
477132,2023-04-29,3.46,5
477132,2023-05-05,2.95,6
477132,2023-05-10,3.62,7
477132,2023-05-16,3.66,7
477132,2023-05-21,2.84,7
477132,2023-05-27,2.79,7
477132,2023-06-02,3.43,7
477132,2023-06-08,3.61,7
477132,2023-06-14,3.76,7
477132,2023-06-20,3.62,7
477132,2023-06-27,3.6,7
477132,2023-08-10,3.75,7
477132,2023-08-16,3.92,7
477132,2023-08-23,4.11,7
477132,2023-08-29,4.14,7
477132,2023-09-05,4.85,7
477132,2023-09-16,5.27,7
477132,2023-09-23,5.52,7
477132,2023-09-30,5.49,7
489119,2023-04-10,2.77,1
489119,2023-04-16,4.45,2
489119,2023-04-22,3.1,3
489119,2023-04-28,3.57,4
489119,2023-05-04,3.37,5
489119,2023-05-10,3.41,6
489119,2023-05-16,4.44,7
489119,2023-06-17,5.12,7
489119,2023-06-23,4.61,7
489119,2023-06-28,4.94,7
489119,2023-07-04,5.17,7
489119,2023-07-09,5.69,7
489119,2023-08-02,5.41,7
489119,2023-08-08,4.03,7
489119,2023-08-16,3.99,7
489119,2023-08-22,4.46,7
489119,2023-08-28,4.9,7
489119,2023-09-03,5.03,7
489119,2023-09-09,5.46,7
489119,2023-09-15,5.88,7
489119,2023-09-21,6.22,7
489119,2023-09-27,5.53,7
500779,2023-07-26,2.07,1
500779,2023-08-01,2.63,2
500779,2023-08-06,2.99,3
500779,2023-08-12,2.8,4
500779,2023-08-17,2.93,5
500779,2023-08-23,3.41,6
500779,2023-08-29,3.37,7
500779,2023-09-05,3.48,7
500779,2023-09-11,3.39,7
500779,2023-09-17,3.29,7
500779,2023-09-23,3.72,7
500779,2023-09-30,3.84,7
502043,2023-04-04,3.27,1
502043,2023-04-10,4.6,2
502043,2023-04-15,4.2,3
502043,2023-04-22,4.71,4
502043,2023-04-27,4.4,5
502043,2023-05-03,4.26,6
502043,2023-05-08,4.42,7
502043,2023-05-14,4.65,7
502043,2023-05-19,4.29,7
502043,2023-05-25,4.15,7
502043,2023-05-30,3.86,7
502043,2023-06-06,3.8,7
502043,2023-06-11,3.67,7
502043,2023-06-17,3.48,7
502043,2023-06-23,3.03,7
502043,2023-06-28,3.39,7
502043,2023-07-04,3.4,7
502043,2023-07-09,3.79,7
502043,2023-07-15,3.69,7
502043,2023-07-20,3.92,7
502043,2023-07-25,3.61,7
502043,2023-07-31,3.9,7
502043,2023-08-05,3.42,7
502043,2023-08-11,3.45,7
502043,2023-08-18,3.85,7
502043,2023-08-24,3.74,7
502043,2023-08-30,3.62,7
502043,2023-09-06,4.64,7
502043,2023-09-13,4.88,7
502043,2023-09-19,5.28,7
502043,2023-09-24,5.99,7
502043,2023-09-30,4.95,7
502171,2023-04-07,4.36,1
502171,2023-04-12,3.74,2
502171,2023-04-19,3.55,3
502171,2023-04-24,2.8,4
502171,2023-04-30,2.77,5
502171,2023-05-06,2.91,6
502171,2023-05-11,2.87,7
502171,2023-05-16,2.81,7
502171,2023-05-23,2.97,7
502171,2023-05-28,3.31,7
502171,2023-06-03,4.04,7
502171,2023-06-08,3.85,7
502171,2023-06-13,3.61,7
502171,2023-06-30,3.63,7
502171,2023-07-05,3.49,7
502171,2023-07-15,2.88,7
502171,2023-07-20,2.76,7
502171,2023-07-25,2.95,7
502171,2023-08-01,2.99,7
502171,2023-08-06,4.13,7
502171,2023-08-12,4.79,7
502171,2023-08-18,5.32,7
502171,2023-08-23,5.79,7
502171,2023-08-29,6.11,7
502171,2023-09-03,4.87,7
502171,2023-09-11,5.83,7
502171,2023-09-19,5.3,7
506433,2023-04-10,5.67,1
506433,2023-04-16,3.97,2
506433,2023-04-23,2.72,3
506433,2023-04-30,3.06,4
506433,2023-05-05,3.8,5
506433,2023-05-11,3.46,6
506433,2023-05-17,3.55,7
506433,2023-05-23,3.43,7
506433,2023-05-28,4.02,7
506433,2023-06-03,4.81,7
506433,2023-06-09,4.25,7
506433,2023-06-16,3.73,7
506433,2023-06-21,4.5,7
506433,2023-07-07,4.21,7
506433,2023-07-14,4.49,7
506433,2023-07-19,3.59,7
506433,2023-07-24,3.22,7
506433,2023-07-29,5.07,7
506433,2023-08-04,4.73,7
506433,2023-08-09,4.31,7
506433,2023-08-14,4.48,7
506433,2023-08-19,4.12,7
506433,2023-08-25,4.24,7
518397,2023-07-23,1.27,1
518397,2023-07-30,2.07,2
518397,2023-08-03,2.07,3
518397,2023-08-11,2.35,4
518397,2023-08-21,2.33,5
518397,2023-09-16,1.77,6
518516,2023-04-07,9.27,1
518516,2023-04-14,9.96,2
518516,2023-04-19,7.59,3
518876,2023-04-06,4.36,1
518876,2023-04-11,4.13,2
518876,2023-04-17,4.7,3
518876,2023-04-22,4.16,4
518876,2023-04-28,4.52,5
518876,2023-05-05,4.07,6
518876,2023-05-10,3.83,7
518876,2023-05-15,3.8,7
518876,2023-05-21,3.64,7
518876,2023-05-28,3.27,7
518876,2023-06-02,3.01,7
518876,2023-06-09,3.13,7
518876,2023-06-14,3.49,7
518876,2023-06-19,3.84,7
518876,2023-06-24,3.49,7
518876,2023-07-25,3.97,7
518876,2023-07-30,3.91,7
518876,2023-08-04,4.43,7
518876,2023-08-09,4.33,7
518876,2023-08-14,4.17,7
518876,2023-08-19,4.07,7
518876,2023-08-24,5.2,7
518876,2023-08-29,4.09,7
518876,2023-09-04,4.38,7
518876,2023-09-09,3.67,7
518876,2023-09-14,3.41,7
518876,2023-09-20,3.63,7
518876,2023-09-25,3.75,7
518876,2023-09-30,3.2,7
519242,2023-04-06,15.27,1
519242,2023-04-12,8.77,2
519242,2023-04-18,7.52,3
519242,2023-04-24,5.55,4
519242,2023-04-30,5.18,5
519242,2023-05-05,4.53,6
519242,2023-05-13,3.92,7
519242,2023-05-20,2.9,7
519242,2023-05-26,3.1,7
519242,2023-06-01,2.88,7
519242,2023-08-11,2.88,7
519242,2023-08-17,2.85,7
519242,2023-08-23,3.17,7
519242,2023-08-28,3.48,7
519242,2023-09-03,3.76,7
519242,2023-09-09,3.18,7
519242,2023-09-16,3.97,7
519242,2023-09-22,4.16,7
519242,2023-09-28,3.77,7
527048,2023-04-08,2.39,1
527048,2023-04-14,3.08,2
527048,2023-04-19,5.06,3
527048,2023-04-25,4.91,4
527048,2023-04-30,4.28,5
527048,2023-05-07,4.07,6
527048,2023-05-12,4.47,7
527048,2023-05-19,5.7,7
527048,2023-05-24,5.13,7
527048,2023-05-30,4.38,7
527048,2023-06-05,5.03,7
527048,2023-06-11,5.0,7
527048,2023-06-16,5.63,7
527048,2023-06-21,5.37,7
527048,2023-06-27,4.7,7
527048,2023-07-03,5.02,7
527048,2023-07-16,6.5,7
527048,2023-07-23,6.16,7
527048,2023-07-29,6.64,7
527054,2023-05-31,1.87,1
527054,2023-06-05,2.63,2
527054,2023-06-10,3.96,3
527054,2023-06-16,3.52,4
527054,2023-06-21,3.73,5
527054,2023-06-27,3.92,6
527054,2023-07-03,5.07,7
527054,2023-07-18,4.94,7
527054,2023-07-23,5.31,7
527054,2023-07-29,5.0,7
542881,2023-04-08,3.44,1
542881,2023-04-15,6.83,2
542881,2023-04-22,8.18,3
542881,2023-04-28,6.92,4
542881,2023-05-05,6.31,5
542881,2023-05-12,6.02,6
542881,2023-05-18,5.76,7
542881,2023-05-24,6.21,7
542881,2023-05-30,5.14,7
542881,2023-06-06,4.24,7
542881,2023-06-12,4.2,7
542881,2023-06-18,4.13,7
542881,2023-06-25,3.73,7
542881,2023-07-01,3.57,7
542881,2023-07-16,3.16,7
542881,2023-07-23,3.12,7
542881,2023-07-30,3.3,7
542881,2023-08-05,3.3,7
542881,2023-08-12,3.08,7
542881,2023-08-18,3.6,7
542881,2023-08-29,3.68,7
542881,2023-09-03,4.92,7
542881,2023-09-09,5.25,7
542881,2023-09-16,5.62,7
542888,2023-07-06,2.27,1
542888,2023-07-15,0.87,2
542888,2023-08-12,0.98,3
542888,2023-08-24,1.16,4
542888,2023-09-30,1.18,5
543037,2023-04-05,0.6,1
543037,2023-04-11,1.4,2
543037,2023-04-16,2.08,3
543037,2023-04-22,1.86,4
543037,2023-04-27,2.12,5
543037,2023-05-02,1.99,6
543037,2023-05-07,2.07,7
543037,2023-05-12,2.83,7
543037,2023-05-17,3.52,7
543037,2023-05-23,3.38,7
543037,2023-05-28,4.62,7
543037,2023-06-03,5.01,7
543037,2023-06-09,5.35,7
543037,2023-06-14,5.63,7
543037,2023-06-20,4.67,7
543037,2023-06-25,3.79,7
543037,2023-07-02,4.0,7
543037,2023-07-08,3.22,7
543037,2023-07-16,2.97,7
543037,2023-07-22,2.85,7
543037,2023-07-28,2.6,7
543037,2023-08-02,2.75,7
543037,2023-08-07,3.04,7
543037,2023-08-13,3.35,7
543037,2023-08-19,3.25,7
543037,2023-08-25,3.59,7
543037,2023-08-30,3.51,7
543037,2023-09-05,4.01,7
543037,2023-09-10,3.93,7
543037,2023-09-15,3.45,7
543037,2023-09-21,3.1,7
543037,2023-09-27,2.83,7
543101,2023-04-09,1.94,1
543101,2023-04-15,1.49,2
543101,2023-04-21,2.27,3
543101,2023-04-26,2.85,4
543101,2023-05-02,3.5,5
543101,2023-05-08,3.3,6
543101,2023-05-13,3.29,7
543101,2023-05-19,3.45,7
543101,2023-05-24,3.64,7
543101,2023-05-29,4.14,7
543101,2023-06-04,4.1,7
543101,2023-06-09,3.94,7
543101,2023-06-14,4.34,7
543101,2023-06-20,4.52,7
543101,2023-06-25,4.67,7
543101,2023-07-01,4.64,7
543101,2023-07-18,5.12,7
543135,2023-04-07,2.07,1
543135,2023-04-12,1.86,2
543135,2023-04-18,2.25,3
543135,2023-04-24,2.21,4
543135,2023-04-29,2.15,5
543135,2023-05-06,1.99,6
543135,2023-05-11,2.13,7
543135,2023-05-17,1.9,7
543135,2023-05-23,2.56,7
543135,2023-05-29,2.5,7
543135,2023-06-04,2.64,7
543135,2023-06-10,2.59,7
543135,2023-06-15,3.07,7
543135,2023-06-20,3.49,7
543135,2023-06-25,4.48,7
543135,2023-07-01,3.94,7
543135,2023-07-06,4.18,7
543135,2023-07-18,4.28,7
543135,2023-09-05,4.72,7
543135,2023-09-09,5.36,7
543135,2023-09-14,5.14,7
543135,2023-09-19,5.04,7
543135,2023-09-24,5.41,7
543135,2023-09-29,6.2,7
543243,2023-04-07,5.27,1
543243,2023-04-12,2.19,2
543243,2023-04-18,2.27,3
543243,2023-04-24,2.13,4
543243,2023-04-30,2.06,5
543243,2023-05-06,1.95,6
543243,2023-05-12,2.04,7
543243,2023-05-17,1.43,7
543243,2023-05-23,1.93,7
543243,2023-05-29,1.88,7
543243,2023-06-03,2.2,7
543243,2023-06-09,2.69,7
543243,2023-06-15,2.86,7
543243,2023-06-21,3.1,7
543243,2023-06-26,3.77,7
543243,2023-07-02,3.87,7
543243,2023-07-08,3.96,7
543243,2023-07-17,3.85,7
543243,2023-07-22,3.76,7
543243,2023-07-28,3.73,7
543243,2023-08-03,3.63,7
543243,2023-08-08,3.34,7
543243,2023-08-13,2.73,7
543243,2023-08-19,2.73,7
543243,2023-08-25,2.65,7
543243,2023-08-30,2.73,7
543243,2023-09-05,2.7,7
543243,2023-09-11,2.87,7
543243,2023-09-17,2.89,7
543243,2023-09-23,3.09,7
543243,2023-09-28,3.06,7
543294,2023-05-30,3.04,1
543294,2023-06-05,3.48,2
543294,2023-06-10,3.73,3
543294,2023-06-16,3.44,4
543294,2023-06-21,3.34,5
543294,2023-06-29,3.56,6
543294,2023-07-04,3.63,7
543294,2023-07-09,3.48,7
543294,2023-07-14,3.77,7
543294,2023-07-19,4.65,7
543294,2023-07-25,4.62,7
543294,2023-07-30,4.51,7
543294,2023-08-04,4.28,7
543294,2023-08-09,4.73,7
543294,2023-08-15,5.13,7
543294,2023-08-20,4.65,7
543294,2023-08-25,3.49,7
543294,2023-08-30,3.62,7
543294,2023-09-05,3.59,7
543294,2023-09-10,4.05,7
543294,2023-09-16,3.39,7
543294,2023-09-21,3.14,7
543294,2023-09-29,3.1,7
543475,2023-04-06,3.64,1
543475,2023-04-11,4.18,2
543475,2023-04-17,3.73,3
543475,2023-04-23,4.73,4
543475,2023-04-28,5.47,5
543475,2023-05-04,6.07,6
543475,2023-05-09,6.44,7
543475,2023-05-14,6.45,7
543475,2023-05-20,6.96,7
543475,2023-05-26,7.11,7
543475,2023-06-02,7.48,7
543475,2023-06-07,6.69,7
543475,2023-06-13,5.96,7
543475,2023-06-19,5.18,7
543475,2023-06-24,4.87,7
543475,2023-07-06,4.57,7
543475,2023-07-17,4.67,7
543475,2023-07-23,3.76,7
543475,2023-07-29,4.32,7
543475,2023-08-04,4.09,7
543475,2023-08-09,4.38,7
543475,2023-08-15,4.5,7
543475,2023-08-20,5.46,7
543475,2023-08-26,5.82,7
543475,2023-09-01,7.15,7
543475,2023-09-06,6.39,7
543475,2023-09-12,6.71,7
543475,2023-09-17,6.65,7
543475,2023-09-23,7.29,7
543475,2023-09-29,6.07,7
547179,2023-04-21,8.27,1
547179,2023-04-26,4.94,2
547179,2023-05-03,5.2,3
547179,2023-05-09,4.75,4
547179,2023-05-16,4.16,5
547179,2023-05-22,3.77,6
547179,2023-05-27,4.58,7
547179,2023-06-03,3.91,7
547179,2023-06-09,3.72,7
547179,2023-06-14,3.66,7
547179,2023-06-20,4.45,7
547179,2023-06-25,4.56,7
547179,2023-06-30,4.97,7
547179,2023-07-06,4.05,7
547179,2023-07-15,4.01,7
547179,2023-07-20,4.34,7
547179,2023-07-27,4.01,7
547179,2023-08-03,2.76,7
547179,2023-08-09,2.98,7
547179,2023-08-18,2.87,7
547179,2023-08-23,3.29,7
547179,2023-08-29,4.07,7
547179,2023-09-05,4.56,7
547179,2023-09-11,5.13,7
547943,2023-08-07,5.27,1
547943,2023-08-13,4.27,2
547943,2023-08-20,3.91,3
547943,2023-08-26,3.16,4
547943,2023-09-01,3.85,5
547943,2023-09-06,4.2,6
547943,2023-09-12,4.24,7
547943,2023-09-17,4.1,7
547943,2023-09-23,4.17,7
547943,2023-09-30,5.53,7
548389,2023-04-23,11.67,1
548389,2023-05-01,8.43,2
548389,2023-05-07,5.74,3
548389,2023-05-17,6.49,4
548389,2023-07-02,5.95,5
548389,2023-07-07,5.68,6
548389,2023-07-14,5.61,7
548389,2023-07-19,4.12,7
548389,2023-07-24,4.31,7
548389,2023-08-05,4.41,7
554430,2023-04-07,3.73,1
554430,2023-04-12,3.37,2
554430,2023-04-18,3.14,3
554430,2023-04-23,2.83,4
554430,2023-04-29,2.56,5
554430,2023-05-05,2.44,6
554430,2023-05-10,2.37,7
554430,2023-05-16,2.43,7
554430,2023-05-22,2.16,7
554430,2023-05-27,2.79,7
554430,2023-06-02,2.57,7
554430,2023-06-08,3.01,7
554430,2023-06-13,2.97,7
554430,2023-06-18,2.88,7
554430,2023-06-25,2.78,7
554430,2023-07-01,3.22,7
554430,2023-07-07,2.69,7
554430,2023-07-16,3.09,7
554430,2023-07-22,3.15,7
554430,2023-07-28,3.08,7
554430,2023-08-02,2.9,7
554430,2023-08-08,3.5,7
554430,2023-08-15,3.68,7
554430,2023-08-20,3.68,7
554430,2023-08-26,3.55,7
554430,2023-09-01,3.14,7
554430,2023-09-06,3.27,7
554430,2023-09-12,3.51,7
554430,2023-09-18,3.88,7
554430,2023-09-23,3.77,7
554430,2023-09-28,3.59,7
570632,2023-04-07,13.98,1
570632,2023-04-12,14.87,2
570632,2023-04-18,10.77,3
570632,2023-04-23,10.29,4
570632,2023-09-09,10.96,5
570632,2023-09-14,9.72,6
570632,2023-09-19,9.09,7
570632,2023-09-26,7.41,7
570632,2023-10-01,6.8,7
570666,2023-04-11,4.21,1
570666,2023-04-16,7.16,2
570666,2023-04-22,8.27,3
570666,2023-04-28,6.39,4
570666,2023-05-03,5.62,5
571510,2023-04-09,3.96,1
571510,2023-04-18,4.05,2
571510,2023-04-24,4.55,3
571510,2023-04-29,4.9,4
571510,2023-05-05,4.93,5
571510,2023-05-12,4.64,6
571510,2023-05-19,4.89,7
571510,2023-05-24,5.07,7
571510,2023-05-29,4.86,7
571510,2023-06-04,4.93,7
571510,2023-06-10,4.03,7
571510,2023-06-15,4.52,7
571510,2023-06-21,4.49,7
571510,2023-06-26,3.71,7
571578,2023-04-05,4.27,1
571578,2023-04-10,5.82,2
571578,2023-04-16,6.05,3
571578,2023-04-23,4.82,4
571578,2023-04-29,5.23,5
571578,2023-05-04,5.28,6
571578,2023-05-09,4.6,7
571578,2023-05-15,4.6,7
571578,2023-05-20,4.14,7
571578,2023-05-26,3.91,7
571578,2023-05-31,4.39,7
571578,2023-06-07,4.76,7
571578,2023-06-13,4.33,7
571578,2023-06-18,5.45,7
571578,2023-06-23,5.28,7
571578,2023-06-28,6.12,7
571578,2023-07-04,5.43,7
571578,2023-07-09,6.04,7
571578,2023-07-18,4.85,7
571578,2023-07-24,5.1,7
571578,2023-07-29,4.52,7
571578,2023-08-04,5.13,7
571578,2023-08-10,5.21,7
571578,2023-08-17,6.17,7
571578,2023-08-24,5.31,7
571578,2023-08-30,6.1,7
571578,2023-09-05,5.85,7
571578,2023-09-11,6.85,7
571578,2023-09-17,5.78,7
571578,2023-09-22,4.87,7
571578,2023-09-27,5.16,7
571760,2023-04-10,13.77,1
571760,2023-04-16,5.09,2
571760,2023-04-22,4.69,3
571760,2023-04-27,4.29,4
571760,2023-05-03,4.97,5
571760,2023-05-09,6.1,6
571760,2023-05-14,5.71,7
571760,2023-05-21,4.49,7
571760,2023-05-27,4.71,7
571760,2023-06-03,4.85,7
571760,2023-06-09,5.0,7
571760,2023-06-14,4.68,7
571760,2023-06-19,3.75,7
571760,2023-06-26,4.09,7
571760,2023-07-02,5.13,7
571760,2023-07-08,4.93,7
571760,2023-07-15,5.82,7
571760,2023-07-21,5.43,7
571760,2023-07-26,5.64,7
571760,2023-08-01,5.95,7
571760,2023-08-06,4.81,7
571760,2023-08-12,4.04,7
571760,2023-08-18,4.67,7
571760,2023-08-24,3.49,7
571760,2023-08-29,4.69,7
571760,2023-09-04,3.81,7
571760,2023-09-30,3.62,7
571882,2023-05-13,4.02,1
571882,2023-09-14,4.77,2
571927,2023-04-10,6.08,1
571927,2023-04-15,4.45,2
571927,2023-04-21,5.01,3
571927,2023-04-26,4.81,4
571927,2023-05-02,5.19,5
571927,2023-05-07,5.24,6
571927,2023-05-13,5.2,7
571927,2023-05-19,4.73,7
571927,2023-05-24,4.66,7
571927,2023-07-09,4.69,7
571927,2023-07-15,4.01,7
571927,2023-07-20,4.33,7
571927,2023-07-25,3.74,7
571927,2023-07-30,3.21,7
571927,2023-08-05,3.16,7
571927,2023-08-12,3.16,7
571945,2023-04-05,0.57,1
571945,2023-04-11,2.73,2
571945,2023-04-16,5.64,3
571945,2023-04-22,4.87,4
571945,2023-04-27,5.48,5
571945,2023-05-03,4.94,6
571945,2023-05-08,4.85,7
571945,2023-05-14,4.91,7
571945,2023-05-20,4.96,7
571945,2023-05-25,4.14,7
571945,2023-05-30,3.92,7
571945,2023-06-04,3.02,7
571945,2023-06-10,2.99,7
571945,2023-06-16,2.97,7
571945,2023-06-21,3.47,7
571945,2023-06-28,3.55,7
571945,2023-07-03,3.38,7
571945,2023-07-08,3.66,7
571945,2023-07-14,3.71,7
571945,2023-07-17,3.73,7
571945,2023-07-22,4.1,7
571945,2023-07-27,3.62,7
571945,2023-08-01,3.42,7
571945,2023-08-08,3.07,7
571945,2023-08-14,3.1,7
571945,2023-08-19,3.93,7
571945,2023-08-25,4.66,7
571945,2023-08-30,4.31,7
571945,2023-09-05,4.41,7
571945,2023-09-10,5.17,7
571945,2023-09-16,6.1,7
571945,2023-09-21,6.32,7
571945,2023-09-26,6.52,7
571945,2023-10-01,5.67,7
572020,2023-05-19,2.87,1
572020,2023-05-24,3.91,2
572020,2023-05-31,5.55,3
572020,2023-06-06,4.27,4
572020,2023-06-12,3.54,5
572020,2023-06-19,3.08,6
572020,2023-06-24,3.24,7
572020,2023-06-30,3.48,7
572020,2023-07-08,3.04,7
572020,2023-07-15,3.01,7
572020,2023-07-22,3.74,7
572020,2023-07-29,3.78,7
572020,2023-08-04,4.03,7
572020,2023-08-10,4.93,7
572020,2023-08-16,4.37,7
572020,2023-08-21,5.28,7
572020,2023-08-26,5.13,7
572020,2023-09-01,5.15,7
572971,2023-08-11,4.47,1
572971,2023-08-20,5.52,2
572971,2023-09-02,3.96,3
572971,2023-09-08,5.35,4
572971,2023-09-13,4.58,5
573009,2023-08-21,3.27,1
573009,2023-09-10,3.27,2
573186,2023-04-07,2.1,1
573186,2023-04-12,2.69,2
573186,2023-04-18,2.55,3
